Time(UTC),uu,uv,uw,uTs,uTc1,uH2O,vv,vw,vTs,vTc1,vH2O,ww,wTs,wTc1,wH2O,sigmaTs,sigmaTc1,sigmaH2O,u,v,w,Ts,Tc1,H2O,Uyp,WDy,sigmaWDy,wgwg,wguy,wgTc2,uywg,uyTc2,Tc2Tc2,wg,Uy,Tc2,dd
2023-09-24 17:30:00,0.091,-0.029,0.003,-0.016,-999,0.002,0.11,-0.012,0.058,-999,-0.021,0.037,-0.022,-999,0.008,0.543,-999,0.239,-0.155,0.428,-0.019,21.92,-999,22.37,0.357,143.4,15.14,0.003,-0.003,-999,0.251,-999,-999,-0.01,0.357,-999,148.4
2023-09-24 18:00:00,0.097,-0.017,0.009,-0.042,-999,0.017,0.125,-0.017,0.011,-999,-0.005,0.048,-0.022,-999,0.006,0.436,-999,0.16,-0.179,0.245,-0.026,21.51,-999,22.39,0.28,114.4,18.57,0.015,-0.013,-999,0.211,-999,-999,-0.016,0.28,-999,126.8
2023-09-24 18:30:00,0.05,-0.013,0.005,-0.024,-999,0.009,0.058,-0.008,0.003,-999,0.001,0.023,-0.018,-999,0.005,0.475,-999,0.197,-0.188,0.157,-0.001,20.82,-999,22.53,0.142,91.5,9.4,0.002,-0.001,-999,0.113,-999,-999,-0.002,0.142,-999,116.1
2023-09-24 19:00:00,0.089,-0.016,0.013,-0.014,-999,0.003,0.121,-0.019,0.036,-999,-0.007,0.051,-0.032,-999,0.008,0.464,-999,0.165,-0.164,0.264,0.002,20.71,-999,22.44,0.256,127.3,15.09,0.009,-0.011,-999,0.192,-999,-999,-0.015,0.256,-999,133.5
2023-09-24 19:30:00,0.133,-0.022,0.004,-0.012,-999,0.004,0.157,-0.019,0.037,-999,-0.009,0.06,-0.032,-999,0.009,0.368,-999,0.14,-0.223,0.527,-0.009,20.7,-999,22.42,0.557,137.5,22.02,0.012,-0.008,-999,0.292,-999,-999,-0.012,0.557,-999,138.2
2023-09-24 20:00:00,0.184,-0.063,0.011,-0.042,-999,0.014,0.236,-0.014,0.044,-999,-0.013,0.065,-0.023,-999,0.005,0.325,-999,0.119,-0.332,0.594,-0.02,20.36,-999,22.38,0.66,132.6,20.24,0.011,-0.011,-999,0.363,-999,-999,-0.011,0.66,-999,134.4
2023-09-24 20:30:00,0.17,-0.046,0.013,-0.02,-999,0.005,0.269,-0.024,0.045,-999,-0.009,0.077,-0.021,-999,0.005,0.301,-999,0.098,-0.316,0.673,-0.033,19.93,-999,22.33,0.733,134.9,22.59,0.014,-0.012,-999,0.395,-999,-999,-0.011,0.733,-999,136.3
2023-09-24 21:00:00,0.249,-0.084,0.01,-0.032,-999,0.011,0.371,-0.025,0.05,-999,-0.015,0.126,-0.025,-999,0.007,0.268,-999,0.094,-0.407,0.825,-0.022,19.82,-999,22.15,0.906,133.8,25.05,0.035,-0.013,-999,0.466,-999,-999,-0.017,0.906,-999,135.4
2023-09-24 21:30:00,0.208,-0.03,-0.005,-0.014,-999,0.004,0.203,-0.027,0.021,-999,-0.005,0.078,-0.019,-999,0.004,0.224,-999,0.069,-0.276,0.624,-0.012,19.48,-999,22.04,0.694,137.0,24.28,0.013,-0.005,-999,0.35,-999,-999,-0.001,0.694,-999,139.6
2023-09-24 22:00:00,0.161,-0.05,0.008,-0.012,-999,0.003,0.243,-0.027,0.031,-999,-0.008,0.081,-0.021,-999,0.006,0.223,-999,0.065,-0.341,0.766,-0.059,19.13,-999,21.97,0.799,137.8,20.05,0.013,-0.017,-999,0.373,-999,-999,-0.028,0.799,-999,136.2
2023-09-24 22:30:00,0.305,-0.077,0.019,-0.018,-999,0.006,0.412,-0.043,0.033,-999,-0.008,0.131,-0.019,-999,0.005,0.236,-999,0.074,-0.37,0.813,-0.009,18.94,-999,21.88,0.954,135.3,26.62,0.035,-0.018,-999,0.492,-999,-999,-0.005,0.954,-999,142.9
2023-09-24 23:00:00,0.368,-0.098,-0.003,-0.032,-999,0.008,0.455,-0.033,0.041,-999,-0.011,0.161,-0.025,-999,0.008,0.237,-999,0.07,-0.468,1.101,-0.012,18.92,-999,21.89,1.226,136.6,25.01,0.038,-0.016,-999,0.562,-999,-999,-0.023,1.226,-999,137.1
2023-09-24 23:30:00,0.392,-0.125,0.013,-0.024,-999,0.005,0.457,-0.049,0.03,-999,-0.008,0.15,-0.018,-999,0.005,0.193,-999,0.063,-0.406,1.019,-0.015,18.79,-999,21.95,1.152,139.3,28.2,0.039,-0.032,-999,0.576,-999,-999,-0.017,1.152,-999,143.3
2023-09-25 00:00:00,0.244,-0.073,0.011,-0.009,-999,0.003,0.334,-0.048,0.026,-999,-0.007,0.109,-0.021,-999,0.006,0.204,-999,0.07,-0.287,0.843,-0.025,18.73,-999,21.83,0.925,142.4,25.21,0.021,-0.021,-999,0.449,-999,-999,-0.025,0.925,-999,144.0
2023-09-25 00:30:00,0.236,-0.049,0.016,-0.021,-999,0.006,0.259,-0.048,0.029,-999,-0.006,0.126,-0.026,-999,0.006,0.211,-999,0.064,-0.387,0.805,-0.031,18.53,-999,21.7,0.907,136.2,23.54,0.035,-0.025,-999,0.368,-999,-999,-0.026,0.907,-999,137.5
2023-09-25 01:00:00,0.424,-0.081,0.015,-0.023,-999,0.009,0.438,-0.046,0.033,-999,-0.012,0.17,-0.022,-999,0.008,0.185,-999,0.074,-0.539,1.147,-0.037,18.37,-999,21.54,1.312,135.0,27.59,0.049,-0.041,-999,0.532,-999,-999,-0.026,1.312,-999,136.3
2023-09-25 01:30:00,0.455,-0.12,0.025,-0.034,-999,0.013,0.629,-0.094,0.062,-999,-0.022,0.2,-0.03,-999,0.01,0.199,-999,0.079,-0.647,1.305,-0.003,18.15,-999,21.38,1.493,133.3,24.84,0.057,-0.056,-999,0.705,-999,-999,-0.013,1.493,-999,133.0
2023-09-25 02:00:00,0.403,-0.178,0.02,-0.033,-999,0.012,0.623,-0.063,0.048,-999,-0.016,0.183,-0.025,-999,0.008,0.187,-999,0.077,-0.58,1.206,-0.016,17.92,-999,21.23,1.386,135.3,26.43,0.053,-0.04,-999,0.699,-999,-999,-0.012,1.386,-999,136.5
2023-09-25 02:30:00,0.283,-0.077,0.021,-0.026,-999,0.011,0.408,-0.046,0.037,-999,-0.014,0.156,-0.026,-999,0.007,0.189,-999,0.076,-0.514,1.036,-0.025,17.69,-999,21.13,1.167,134.5,24.18,0.04,-0.025,-999,0.512,-999,-999,-0.021,1.167,-999,135.7
2023-09-25 03:00:00,0.364,-0.121,0.032,-0.021,-999,0.007,0.541,-0.066,0.034,-999,-0.009,0.164,-0.027,-999,0.006,0.19,-999,0.077,-0.359,0.779,-0.012,17.57,-999,21.0,0.919,135.5,31.17,0.054,-0.042,-999,0.596,-999,-999,-0.019,0.919,-999,138.0
2023-09-25 03:30:00,0.404,-0.134,0.012,-0.03,-999,0.01,0.459,-0.045,0.039,-999,-0.013,0.18,-0.026,-999,0.007,0.178,-999,0.076,-0.466,0.998,0.014,17.57,-999,20.84,1.182,135.5,29.87,0.058,-0.019,-999,0.529,-999,-999,0.006,1.182,-999,138.0
2023-09-25 04:00:00,0.474,-0.169,0.024,-0.036,-999,0.014,0.636,-0.082,0.051,-999,-0.017,0.187,-0.028,-999,0.009,0.198,-999,0.081,-0.451,1.109,-0.019,17.59,-999,20.73,1.282,140.7,30.78,0.061,-0.048,-999,0.717,-999,-999,-0.017,1.282,-999,140.4
2023-09-25 04:30:00,0.272,-0.036,-0.011,-0.005,-999,0.0,0.333,-0.032,0.02,-999,-0.004,0.126,-0.021,-999,0.005,0.199,-999,0.079,-0.274,0.736,0.018,17.61,-999,20.72,0.852,142.0,28.82,0.033,-0.014,-999,0.409,-999,-999,-0.002,0.852,-999,139.8
2023-09-25 05:00:00,0.22,-0.059,0.006,-0.018,-999,0.008,0.275,-0.025,0.034,-999,-0.011,0.092,-0.021,-999,0.007,0.182,-999,0.082,-0.282,0.784,-0.01,17.54,-999,20.75,0.85,142.8,24.26,0.018,-0.012,-999,0.389,-999,-999,-0.018,0.85,-999,146.4
2023-09-25 05:30:00,0.245,-0.109,0.008,-0.016,-999,0.008,0.354,-0.033,0.027,-999,-0.012,0.096,-0.016,-999,0.006,0.161,-999,0.088,-0.407,0.874,-0.001,17.54,-999,20.76,0.96,136.9,21.95,0.02,-0.023,-999,0.509,-999,-999,-0.013,0.96,-999,139.3
2023-09-25 06:00:00,0.187,-0.066,0.003,-0.009,-999,0.007,0.306,-0.032,0.02,-999,-0.015,0.085,-0.013,-999,0.01,0.144,-999,0.113,-0.427,0.769,-0.023,17.78,-999,20.8,0.86,131.7,20.15,0.016,-0.012,-999,0.453,-999,-999,-0.02,0.86,-999,135.0
2023-09-25 06:30:00,0.194,-0.022,-0.002,0.001,-999,0.003,0.279,-0.043,0.008,-999,-0.021,0.1,-0.006,-999,0.012,0.102,-999,0.139,-0.404,0.829,-0.01,18.3,-999,20.96,0.964,134.3,26.19,0.02,-0.013,-999,0.361,-999,-999,-0.006,0.964,-999,133.6
2023-09-25 07:00:00,0.146,-0.005,0.005,0.002,-999,0.01,0.205,-0.023,-0.005,-999,-0.021,0.078,0.0,-999,0.021,0.089,-999,0.202,-0.365,0.671,-0.021,19.05,-999,21.26,0.759,132.5,21.37,0.015,-0.011,-999,0.323,-999,-999,-0.01,0.759,-999,132.2
2023-09-25 07:30:00,0.217,-0.04,-0.009,0.003,-999,-0.002,0.247,-0.022,-0.015,-999,-0.03,0.076,0.003,-999,0.025,0.108,-999,0.28,-0.203,0.408,-0.019,20.18,-999,21.67,0.529,129.6,24.72,0.022,-0.011,-999,0.333,-999,-999,-0.018,0.529,-999,147.1
2023-09-25 08:00:00,0.448,-0.074,0.014,-0.003,-999,0.01,0.373,-0.054,-0.006,-999,-0.037,0.152,-0.002,-999,0.037,0.076,-999,0.275,-0.077,0.73,-0.013,20.81,-999,21.5,0.878,154.5,35.68,0.052,-0.028,-999,0.439,-999,-999,-0.012,0.878,-999,161.3
2023-09-25 08:30:00,0.452,-0.025,-0.03,-0.003,-999,0.0,0.435,-0.053,-0.037,-999,-0.043,0.192,0.02,-999,0.054,0.156,-999,0.332,-0.08,0.788,-0.036,21.47,-999,21.87,0.975,155.3,36.33,0.076,-0.026,-999,0.449,-999,-999,-0.016,0.975,-999,153.6
2023-09-25 09:00:00,0.496,-0.089,-0.036,0.009,-999,0.019,0.571,-0.044,-0.038,-999,-0.028,0.193,0.019,-999,0.046,0.137,-999,0.323,-0.012,0.77,-0.06,22.07,-999,22.11,1.031,163.2,42.2,0.073,-0.027,-999,0.523,-999,-999,-0.017,1.031,-999,167.7
2023-09-25 09:30:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.416,-999,-999,-999,-999,-999,17.15,-999,-999,161.8,43.21,0.1,-999,0.008,-999,-999,0.018,0.036,-999,17.04,157.7
2023-09-25 10:00:00,0.533,-0.08,0.003,0.003,-0.067,-999,0.493,-0.067,-0.066,-0.071,-999,0.152,0.052,0.053,-999,0.279,0.328,-999,-0.169,0.664,-0.034,23.33,17.64,-999,-999,148.2,40.34,0.06,-999,0.021,-999,-999,0.065,-0.015,-999,17.57,145.2
2023-09-25 10:30:00,0.571,-0.1,0.007,-0.008,-0.085,-0.016,0.498,-0.045,-0.02,-0.008,0.008,0.189,0.049,0.059,0.066,0.295,0.361,0.569,-0.118,0.513,-0.02,24.07,18.4,23.15,0.912,151.7,46.49,0.083,-0.012,0.025,0.493,-0.08,0.081,0.014,0.913,18.42,165.5
2023-09-25 11:00:00,0.618,-0.135,-0.016,0.002,-0.057,0.0,0.516,-0.069,-0.044,-0.072,-0.024,0.206,0.039,0.064,0.079,0.24,0.33,0.477,-0.279,0.835,-0.032,24.58,18.99,23.39,1.08,145.1,35.73,0.095,-0.048,0.021,0.603,-0.068,0.05,-0.006,1.08,18.94,146.9
2023-09-25 11:30:00,0.367,-0.057,-0.029,-0.005,-0.06,-0.012,0.458,-0.039,-0.037,-0.044,-0.013,0.162,0.036,0.059,0.079,0.277,0.349,0.562,-0.031,0.567,-0.091,25.09,19.52,23.63,0.854,166.3,37.06,0.059,-0.01,0.018,0.451,-0.083,0.079,-0.039,0.854,19.49,165.4
2023-09-25 12:00:00,0.45,-0.058,-0.023,-0.009,-0.089,-0.041,0.392,-0.045,-0.016,-0.018,0.002,0.167,0.04,0.044,0.087,0.256,0.305,0.559,0.054,0.441,-0.037,25.43,19.8,23.79,0.804,190.7,43.96,0.061,-0.011,0.017,0.416,-0.046,0.061,-0.015,0.804,19.78,180.8
2023-09-25 12:30:00,0.469,-0.122,-0.012,0.002,-0.041,-0.008,0.517,-0.085,-0.033,-0.042,-0.04,0.174,0.021,0.036,0.067,0.155,0.224,0.482,-0.27,0.8,-0.049,25.63,20.02,24.01,1.061,143.3,39.6,0.06,-0.043,0.007,0.469,-0.037,0.022,-0.009,1.061,19.93,152.3
2023-09-25 13:00:00,0.272,-0.05,-0.037,-0.029,-0.079,-0.031,0.381,-0.042,-0.034,-0.034,-0.024,0.136,0.034,0.05,0.073,0.265,0.363,0.519,-0.042,0.491,-0.063,26.25,20.9,24.48,0.765,169.3,34.99,0.04,-0.009,0.011,0.377,-0.062,0.068,-0.015,0.765,20.8,172.2
2023-09-25 13:30:00,0.439,-0.135,-0.017,-0.003,-0.061,-0.018,0.432,-0.037,-0.041,-0.048,0.002,0.158,0.017,0.039,0.043,0.197,0.312,0.445,-0.199,0.592,-0.021,26.5,21.14,24.42,0.891,153.7,42.16,0.07,-0.004,0.003,0.43,-0.048,0.039,-0.015,0.891,20.96,155.5
2023-09-25 14:00:00,0.261,-0.073,-0.03,0.005,-0.035,-0.017,0.278,-0.036,-0.02,-0.014,-0.022,0.104,0.006,0.022,0.036,0.131,0.218,0.411,-0.038,0.358,-0.061,26.44,20.73,24.37,0.499,170.5,36.66,0.036,-0.008,-0.001,0.327,-0.018,0.016,-0.045,0.499,20.6,170.8
2023-09-25 14:30:00,0.243,-0.063,-0.015,0.004,-0.037,0.009,0.249,-0.014,-0.01,-0.006,-0.013,0.087,-0.001,0.005,0.037,0.166,0.232,0.569,-0.098,0.285,-0.001,26.32,20.62,24.71,0.437,148.2,38.94,0.033,-0.001,-0.005,0.293,0.001,0.033,-0.002,0.437,20.47,161.6
2023-09-25 15:00:00,0.195,-0.078,-0.013,-0.006,-0.041,0.034,0.21,-0.013,-0.018,-0.003,0.013,0.084,0.0,0.012,0.028,0.193,0.265,0.574,-0.167,0.281,-0.008,26.43,20.69,24.78,0.4,141.3,33.03,0.04,-0.007,-0.005,0.246,-0.004,0.045,-0.017,0.4,20.55,155.3
2023-09-25 15:30:00,0.126,-0.035,-0.018,0.005,-0.018,0.0,0.15,-0.011,-0.005,0.0,-0.025,0.051,-0.006,0.001,0.027,0.241,0.3,0.733,-0.064,0.28,0.015,26.28,20.4,25.16,0.34,158.4,17.75,0.015,-0.005,-0.005,0.219,0.014,0.066,-0.001,0.34,20.3,166.4
2023-09-25 16:00:00,0.082,-0.009,-0.006,-0.013,-0.025,0.021,0.071,-0.004,-0.008,-0.013,0.013,0.029,-0.01,-0.005,0.022,0.306,0.344,0.664,-0.018,0.185,-0.007,25.87,19.96,25.08,0.199,174.9,13.61,0.005,-0.005,-0.004,0.141,0.032,0.099,-0.006,0.199,19.94,176.3
2023-09-25 16:30:00,0.024,-0.001,-0.001,-0.004,-0.016,0.008,0.038,-0.002,-0.014,-0.016,0.016,0.007,0.002,0.005,-0.001,0.307,0.403,0.641,0.098,0.055,0.005,25.27,19.19,26.27,0.053,109.1,5.016,0.001,0.0,0.0,0.043,0.003,0.129,0.003,0.053,19.21,228.1
2023-09-25 17:00:00,0.049,-0.004,0.003,-0.018,-0.024,0.008,0.048,-0.003,-0.035,-0.034,0.038,0.01,-0.002,-0.001,0.003,0.338,0.37,0.463,0.159,-0.029,0.015,24.96,18.81,26.12,0.12,212.6,6.466,0.001,0.001,0.001,0.095,-0.012,0.147,0.005,0.12,18.89,218.5
2023-09-25 17:30:00,0.018,0.001,0.001,-0.012,-0.022,0.011,0.02,0.0,-0.013,-0.019,0.009,0.005,0.0,0.003,-0.001,0.344,0.444,0.444,-0.035,0.188,0.0,24.32,18.23,26.22,0.027,87.8,2.91,0.0,0.001,0.001,0.025,0.002,0.188,0.001,0.027,18.3,186.7
2023-09-25 18:00:00,0.012,-0.001,-0.001,-0.005,-0.011,0.007,0.012,0.0,-0.013,-0.014,0.014,0.003,-0.003,-0.001,0.003,0.253,0.317,0.366,0.049,0.08,0.004,23.98,17.77,26.43,0.001,21.13,0.0,0.0,0.0,0.0,0.001,0.0,0.1,-0.001,0.001,17.84,181.8
2023-09-25 18:30:00,0.008,-0.003,0.0,-0.003,-0.009,0.003,0.011,0.001,-0.007,-0.008,0.011,0.003,0.003,0.004,-0.002,0.268,0.315,0.344,0.042,0.095,0.004,23.71,17.5,26.48,0.002,21.18,0.007,0.0,0.0,0.0,0.002,0.0,0.109,-0.001,0.002,17.56,167.1
2023-09-25 19:00:00,0.006,-0.001,0.0,0.002,0.001,-0.002,0.005,0.0,-0.002,-0.002,0.004,0.001,0.0,-0.001,0.001,0.127,0.134,0.268,0.192,-0.054,0.016,23.3,16.98,27.22,0.043,92.5,0.014,0.0,0.0,0.0,0.032,0.001,0.017,-0.001,0.043,17.07,218.0
2023-09-25 19:30:00,0.009,-0.006,0.0,-0.001,-0.008,0.006,0.012,0.0,0.001,0.003,-0.008,0.001,0.0,0.0,-0.001,0.137,0.206,0.203,-0.113,0.262,0.009,22.71,16.57,26.98,0.066,89.9,0.392,0.0,0.0,0.0,0.051,0.004,0.022,-0.001,0.066,16.51,180.5
2023-09-25 20:00:00,0.006,-0.001,0.0,-0.002,-0.004,0.004,0.009,0.0,-0.006,-0.006,0.005,0.001,0.0,0.001,0.001,0.14,0.156,0.162,0.124,-0.038,0.011,21.93,15.67,26.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,-0.001,0.0,15.77,177.0
2023-09-25 20:30:00,0.007,-0.006,0.0,0.002,-0.004,0.001,0.01,0.0,-0.003,0.004,0.0,0.0,0.0,0.0,0.0,0.092,0.128,0.064,-0.028,0.005,0.008,21.35,15.21,26.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,-0.001,0.0,15.13,278.9
2023-09-25 21:00:00,0.005,-0.003,0.0,0.001,-0.003,-0.001,0.003,0.0,-0.001,0.001,0.002,0.001,0.0,0.0,-0.001,0.084,0.138,0.094,0.124,-0.064,0.011,21.32,15.09,26.47,0.042,93.2,0.02,0.0,0.0,0.0,0.036,0.001,0.005,-0.001,0.042,15.09,279.6
2023-09-25 21:30:00,0.007,-0.003,0.0,-0.003,-0.008,0.0,0.005,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.109,0.201,0.103,-0.061,0.084,0.01,21.29,15.11,26.44,0.025,18.37,0.874,0.0,0.0,0.0,0.021,0.001,0.011,-0.001,0.025,15.04,207.3
2023-09-25 22:00:00,0.005,-0.001,0.0,0.0,0.0,0.0,0.004,0.0,-0.002,-0.001,-0.003,0.001,0.0,0.0,0.0,0.117,0.141,0.138,0.015,-0.062,0.014,20.9,14.69,25.89,0.014,92.8,0.004,0.0,0.0,0.0,0.013,0.0,0.013,-0.001,0.014,14.65,148.7
2023-09-25 22:30:00,0.006,-0.005,0.0,0.001,-0.002,-0.001,0.011,0.001,-0.005,0.003,0.001,0.001,0.0,0.0,-0.001,0.101,0.086,0.154,0.082,-0.117,0.018,20.41,14.11,23.96,0.041,93.1,0.269,0.0,0.0,0.0,0.035,-0.001,0.005,-0.001,0.041,14.1,285.7
2023-09-25 23:00:00,0.003,-0.001,0.0,0.001,0.001,0.001,0.006,0.0,-0.002,-0.001,0.004,0.001,0.0,0.0,0.0,0.094,0.098,0.237,0.0,-0.05,0.011,20.13,13.72,20.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,-0.001,0.0,13.72,291.2
2023-09-25 23:30:00,0.008,-0.004,0.0,-0.001,0.002,0.0,0.01,0.0,-0.006,-0.004,0.005,0.002,-0.001,0.0,0.0,0.198,0.167,0.193,-0.26,0.0,0.011,20.04,13.65,18.25,0.119,35.93,1.779,0.0,0.0,0.0,0.087,0.004,0.03,-0.001,0.119,13.75,113.5
2023-09-26 00:00:00,0.014,-0.003,-0.001,0.001,0.003,0.0,0.015,-0.001,0.006,0.005,-0.002,0.006,-0.002,0.001,-0.002,0.208,0.169,0.192,-0.226,0.059,0.006,20.15,13.7,19.42,0.045,66.98,2.636,0.0,0.0,0.0,0.039,0.013,0.044,0.0,0.045,13.83,89.2
2023-09-26 00:30:00,0.05,-0.017,0.002,-0.02,-0.018,0.003,0.069,-0.009,0.04,0.037,-0.01,0.022,-0.017,-0.008,0.004,0.344,0.284,0.235,-0.282,0.272,0.009,20.44,14.05,23.06,0.34,116.3,10.18,0.001,-0.003,-0.003,0.208,0.045,0.101,-0.006,0.34,14.16,116.2
2023-09-26 01:00:00,0.046,-0.015,0.002,-0.02,-0.021,0.014,0.067,-0.002,0.029,0.024,-0.008,0.018,-0.009,-0.003,0.005,0.261,0.234,0.202,-0.159,0.388,0.006,20.57,14.31,24.24,0.352,142.0,9.9,0.0,-0.001,-0.001,0.202,0.034,0.067,-0.002,0.352,14.37,140.9
2023-09-26 01:30:00,0.032,-0.007,0.003,-0.006,-0.013,0.005,0.029,-0.003,0.008,0.002,-0.005,0.011,-0.004,-0.001,0.003,0.173,0.184,0.185,-0.047,0.295,0.016,20.54,14.45,24.53,0.133,120.3,4.597,0.0,0.0,0.0,0.088,0.012,0.029,-0.001,0.133,14.48,149.0
2023-09-26 02:00:00,0.013,-0.003,0.001,-0.001,-0.002,0.002,0.011,-0.001,0.002,-0.002,-0.003,0.003,-0.002,0.002,0.001,0.17,0.214,0.171,-0.19,0.161,0.015,20.36,14.47,24.7,0.044,90.6,1.037,0.0,0.0,0.0,0.038,0.007,0.032,-0.001,0.044,14.31,115.1
2023-09-26 02:30:00,0.08,-0.045,0.004,-0.024,-0.033,0.012,0.12,-0.009,0.035,0.033,-0.015,0.027,-0.012,-0.004,0.004,0.257,0.247,0.147,-0.226,0.499,0.003,20.15,14.1,24.19,0.432,132.2,10.3,0.001,-0.001,-0.001,0.241,0.037,0.061,-0.001,0.432,14.11,133.8
2023-09-26 03:00:00,0.074,-0.021,0.003,-0.015,-0.019,0.009,0.097,-0.015,0.018,0.015,-0.009,0.034,-0.011,-0.005,0.004,0.222,0.21,0.12,-0.17,0.473,0.003,19.72,13.66,23.8,0.4,135.8,12.07,0.001,-0.001,-0.001,0.249,0.032,0.046,-0.002,0.4,13.69,140.2
2023-09-26 03:30:00,0.061,-0.024,-0.001,-0.015,-0.019,0.009,0.123,-0.003,0.029,0.024,-0.012,0.034,-0.007,0.0,0.003,0.225,0.2,0.132,-0.283,0.558,-0.007,19.45,13.43,23.49,0.547,134.1,12.04,0.001,-0.001,-0.001,0.287,0.037,0.044,-0.003,0.547,13.45,132.3
2023-09-26 04:00:00,0.063,-0.023,0.003,-0.016,-0.019,0.008,0.083,-0.009,0.023,0.022,-0.013,0.029,-0.007,-0.001,0.004,0.213,0.202,0.13,-0.293,0.439,0.002,19.47,13.47,23.42,0.485,123.3,10.72,0.001,-0.001,-0.001,0.241,0.037,0.045,-0.002,0.485,13.48,127.9
2023-09-26 04:30:00,0.06,-0.02,0.005,-0.016,-0.02,0.01,0.072,-0.009,0.026,0.021,-0.012,0.021,-0.007,-0.002,0.003,0.216,0.216,0.131,-0.237,0.386,0.007,19.28,13.34,23.34,0.356,88.0,8.29,0.0,-0.001,-0.001,0.18,0.04,0.05,-0.002,0.356,13.29,143.5
2023-09-26 05:00:00,0.04,-0.01,0.003,-0.004,-0.01,0.0,0.052,-0.007,0.012,0.009,-0.01,0.019,-0.007,-0.004,0.006,0.188,0.18,0.208,-0.08,0.44,0.002,19.19,13.16,23.33,0.316,154.5,8.07,0.0,0.0,0.0,0.157,0.017,0.031,-0.002,0.316,13.2,156.9
2023-09-26 05:30:00,0.036,-0.007,0.001,-0.009,-0.016,0.01,0.033,-0.003,0.005,0.003,-0.004,0.014,-0.004,-0.002,0.004,0.203,0.214,0.195,0.014,0.317,0.01,19.18,13.16,23.39,0.172,162.5,7.344,0.0,0.0,0.0,0.123,0.01,0.041,-0.001,0.172,13.21,162.5
2023-09-26 06:00:00,0.052,-0.027,0.005,-0.008,-0.013,0.009,0.107,-0.012,0.009,0.003,-0.012,0.029,-0.006,-0.001,0.007,0.13,0.14,0.137,-0.236,0.507,0.002,19.4,13.46,23.43,0.453,133.6,9.19,0.0,0.0,0.0,0.255,0.016,0.017,-0.001,0.453,13.43,135.7
2023-09-26 06:30:00,0.055,-0.012,0.005,-0.001,-0.003,0.004,0.099,-0.01,0.001,-0.012,-0.008,0.039,-0.001,0.008,0.01,0.054,0.1,0.142,-0.347,0.596,-0.004,20.03,14.14,23.71,0.617,129.8,13.03,0.0,0.0,0.0,0.251,0.003,0.002,-0.002,0.617,14.05,128.1
2023-09-26 07:00:00,0.106,-0.042,0.003,-0.001,-0.004,0.012,0.189,-0.019,0.002,-0.016,-0.027,0.058,-0.003,0.009,0.012,0.042,0.088,0.169,-0.384,0.855,-0.033,20.5,14.59,23.9,0.891,136.8,14.63,0.001,-0.003,0.0,0.352,0.001,0.002,-0.004,0.891,14.52,134.8
2023-09-26 07:30:00,0.164,-0.044,0.011,-0.003,-0.006,0.02,0.256,-0.024,0.002,-0.02,-0.028,0.086,-0.003,0.01,0.015,0.044,0.094,0.173,-0.389,0.899,-0.052,20.79,14.87,24.14,0.929,135.6,18.58,0.013,-0.012,0.0,0.393,-0.004,0.002,-0.019,0.929,14.81,135.6
2023-09-26 08:00:00,0.122,-0.048,-0.002,0.011,0.013,0.019,0.156,-0.016,-0.023,-0.057,-0.03,0.05,0.009,0.024,0.02,0.145,0.27,0.251,-0.319,0.574,-0.024,21.39,15.64,24.53,0.591,135.2,16.66,0.004,-0.005,0.001,0.304,-0.039,0.029,-0.007,0.591,15.47,137.0
2023-09-26 08:30:00,0.192,-0.081,0.008,0.015,0.01,0.029,0.312,-0.033,-0.033,-0.059,-0.043,0.091,0.011,0.024,0.025,0.128,0.179,0.234,-0.558,1.067,-0.03,22.15,16.32,24.78,1.175,133.2,17.86,0.013,-0.015,0.001,0.474,-0.037,0.013,-0.013,1.175,16.2,132.7
2023-09-26 09:00:00,0.296,-0.035,0.008,0.017,-0.023,0.019,0.178,-0.028,-0.04,-0.061,-0.03,0.086,0.029,0.042,0.036,0.209,0.276,0.315,-0.374,0.708,-0.018,23.14,17.33,25.23,0.886,132.7,27.85,0.02,-0.023,0.007,0.365,-0.039,0.024,-0.003,0.886,17.17,132.3
2023-09-26 09:30:00,0.295,-0.062,-0.005,0.009,-0.019,0.033,0.306,-0.031,-0.035,-0.05,-0.056,0.091,0.011,0.024,0.026,0.112,0.178,0.304,-0.446,0.819,-0.036,23.71,17.82,24.96,1.03,132.3,27.21,0.018,-0.013,0.002,0.418,-0.019,0.006,-0.015,1.03,17.69,133.3
2023-09-26 10:00:00,0.204,-0.056,0.001,-0.002,-0.032,-0.001,0.192,-0.016,-0.007,-0.011,-0.002,0.09,0.013,0.026,0.04,0.129,0.193,0.362,-0.015,0.45,-0.019,24.05,18.15,25.41,0.569,160.9,31.01,0.023,-0.006,0.005,0.302,-0.021,0.018,-0.011,0.569,18.06,166.9
2023-09-26 10:30:00,0.275,-0.055,0.005,0.003,-0.005,0.008,0.34,-0.035,-0.038,-0.066,-0.027,0.132,0.026,0.047,0.051,0.195,0.254,0.332,-0.556,0.954,-0.087,24.48,18.63,25.51,1.187,129.7,26.93,0.035,-0.025,0.011,0.453,-0.037,0.031,-0.049,1.187,18.55,130.4
