Time(UTC),T0,U,WD,Ustd,Umax,RH,zm,p0,SWd,SWdstd,SWu,LWd,LWu,NRT,CJavg,TILTX,TILTY
2023-09-27 04:30:00,285.46,0.0,180.0,0.0,0.0,93.06,2.0,102080.0,2.2,0.3,5.3,367.5,374.7,284.57,10.98,-0.62,-6.0
2023-09-27 05:00:00,285.59999999999997,0.0,180.0,0.0,0.0,92.79,2.0,102050.0,2.2,0.3,5.1,370.0,376.2,284.81,11.18,-0.62,-5.97
2023-09-27 05:30:00,285.67999999999995,0.0,180.0,0.0,0.0,92.52,2.0,102040.0,2.5,0.8,5.2,369.1,376.3,284.89,11.26,-0.65,-5.97
2023-09-27 06:00:00,286.15999999999997,0.0,180.0,0.0,0.0,92.23,2.016,102040.0,14.4,7.0,8.8,372.5,380.1,285.51,11.87,-0.62,-6.0
2023-09-27 06:30:00,286.44,0.0,180.0,0.0,0.0,91.83,2.025,102050.0,34.3,6.0,14.5,375.2,383.6,286.08,12.7,-0.62,-6.0
2023-09-27 07:00:00,286.78999999999996,0.0,180.0,0.0,0.0,91.07,2.035,102050.0,58.4,5.0,23.1,376.8,387.4,286.7,13.53,-0.62,-5.97
2023-09-27 07:30:00,287.34999999999997,0.0,180.0,0.0,0.0,89.62,2.044,102100.0,114.7,48.3,36.9,376.3,391.0,287.26,14.5,-0.67,-6.0
2023-09-27 08:00:00,289.09999999999997,0.0,180.0,0.0,0.0,85.12,2.048,102120.0,184.9,33.5,57.9,379.5,399.5,288.63,16.73,-0.62,-6.05
2023-09-27 08:30:00,291.34,0.0,180.0,0.0,0.0,79.41,2.045,102150.0,314.6,53.0,95.9,383.5,412.6,290.73999999999995,19.38,-0.62,-6.07
2023-09-27 09:00:00,291.53999999999996,0.0,180.0,0.0,0.0,79.52,2.042,102110.0,206.0,54.5,57.9,375.5,417.6,292.39,20.74,-0.62,-6.0
2023-09-27 09:30:00,291.31,0.0,180.0,0.0,0.0,81.33,2.041,102100.0,136.7,10.5,40.7,375.0,414.3,292.34999999999997,20.04,-0.62,-6.0
2023-09-27 10:00:00,292.09,0.0,180.0,0.0,0.0,79.9,2.028,102070.0,154.7,22.4,44.7,378.4,419.0,293.06,20.36,-0.6,-6.02
2023-09-27 10:30:00,292.71,0.0,180.0,0.0,0.0,78.37,2.02,102080.0,251.3,67.6,68.2,378.8,424.7,294.34,21.63,-0.62,-6.02
2023-09-27 11:00:00,293.45,0.0,180.0,0.0,0.0,76.79,2.01,102000.0,222.7,66.4,60.5,382.9,427.0,295.35999999999996,22.7,-0.62,-6.02
2023-09-27 11:30:00,295.19,0.0,180.0,0.0,0.0,71.58,2.041,101990.0,584.7,119.5,152.5,377.3,448.2,299.01,26.49,-0.57,-6.05
2023-09-27 12:00:00,295.91999999999996,0.0,180.0,0.0,0.0,67.42,2.012,101940.0,569.6,49.2,149.3,360.9,449.4,300.19,28.57,-0.57,-6.02
2023-09-27 12:30:00,296.48999999999995,0.0,180.0,0.0,0.0,65.64,2.056,101910.0,545.8,17.8,144.4,359.7,452.0,300.66999999999996,29.5,-0.6,-6.02
2023-09-27 13:00:00,296.94,0.0,180.0,0.0,0.0,64.54,2.087,101840.0,524.8,12.8,140.4,361.9,453.4,300.95,30.04,-0.55,-6.02
2023-09-27 13:30:00,297.01,0.0,180.0,0.0,0.0,64.05,2.036,101800.0,475.9,67.8,129.0,361.3,450.5,300.62,30.12,-0.57,-6.02
2023-09-27 14:00:00,296.59999999999997,0.0,180.0,0.0,0.0,65.46,2.022,101820.0,434.0,92.6,119.7,369.7,447.5,299.83,28.04,-0.57,-6.0
2023-09-27 14:30:00,296.19,0.0,180.0,0.0,0.0,66.0,2.04,101780.0,354.8,126.8,98.7,373.8,442.8,299.54999999999995,28.34,-0.57,-6.0
2023-09-27 15:00:00,295.0,0.0,180.0,0.0,0.0,70.7,1.991,101720.0,120.7,18.6,33.0,384.3,428.2,296.21,25.01,-0.57,-5.97
2023-09-27 15:30:00,294.53999999999996,0.0,180.0,0.0,0.0,72.96,2.04,101700.0,90.1,3.0,26.5,384.9,424.1,294.97999999999996,23.24,-0.57,-6.0
2023-09-27 16:00:00,294.29999999999995,0.0,180.0,0.0,0.0,73.66,2.044,101660.0,75.7,10.1,23.6,384.9,421.7,294.47999999999996,22.31,-0.57,-6.0
2023-09-27 16:30:00,294.0,0.0,180.0,0.0,0.0,75.21,2.03,101630.0,75.6,9.5,24.5,383.4,419.7,294.06,21.66,-0.57,-6.0
2023-09-27 17:00:00,293.64,0.0,180.0,0.0,0.0,76.06,2.026,101610.0,31.9,20.8,11.9,375.3,413.8,293.44,20.86,-0.57,-5.97
2023-09-27 17:30:00,293.10999999999996,0.0,180.0,0.0,0.0,77.16,2.019,101590.0,6.1,2.1,5.2,379.7,409.6,292.35999999999996,19.58,-0.57,-6.0
2023-09-27 18:00:00,292.85999999999996,0.0,180.0,0.0,0.0,77.62,2.06,101550.0,2.0,0.4,4.4,379.3,408.6,292.09999999999997,19.11,-0.57,-5.97
2023-09-27 18:30:00,292.46999999999997,0.0,180.0,0.0,0.0,78.31,2.067,101530.0,1.5,0.3,4.3,375.8,406.2,291.71,18.64,-0.57,-5.97
2023-09-27 19:00:00,292.14,0.0,180.0,0.0,0.0,79.05,2.068,101510.0,1.9,0.2,4.3,380.5,405.1,291.32,18.21,-0.57,-5.97
2023-09-27 19:30:00,292.09,0.0,180.0,0.0,0.0,79.12,2.055,101490.0,1.9,0.3,4.3,382.3,405.2,291.29999999999995,18.09,-0.57,-6.0
2023-09-27 20:00:00,292.06,0.0,180.0,0.0,0.0,78.72,2.016,101440.0,2.1,0.3,4.3,382.8,405.3,291.27,18.01,-0.57,-6.0
2023-09-27 20:30:00,292.0,0.0,180.0,0.0,0.0,78.27,2.015,101410.0,2.0,0.2,4.1,385.9,405.7,291.32,18.06,-0.6,-5.97
2023-09-27 21:00:00,292.21999999999997,0.0,180.0,0.0,0.0,77.08,2.014,101380.0,2.2,0.2,3.9,391.2,407.1,291.59999999999997,18.29,-0.57,-6.0
2023-09-27 21:30:00,292.09,0.0,180.0,0.0,0.0,77.6,2.011,101360.0,1.9,0.1,3.6,389.1,407.0,291.64,18.41,-0.57,-5.97
2023-09-27 22:00:00,292.0,0.0,180.0,0.0,0.0,78.11,2.018,101330.0,1.9,0.2,3.8,386.6,406.0,291.45,18.28,-0.6,-6.0
2023-09-27 22:30:00,291.81,0.0,180.0,0.0,0.0,79.22,2.019,101350.0,1.9,0.1,3.9,384.4,404.5,291.2,18.07,-0.6,-5.97
2023-09-27 23:00:00,291.66999999999996,0.0,180.0,0.0,0.0,79.85,1.982,101330.0,2.0,0.2,4.4,377.3,402.4,290.84999999999997,17.68,-0.57,-5.97
2023-09-27 23:30:00,292.07,0.0,180.0,0.0,0.0,78.18,2.043,101340.0,2.2,0.3,4.8,375.1,403.0,291.04999999999995,17.68,-0.6,-6.0
2023-09-28 00:00:00,292.28999999999996,0.0,180.0,0.0,0.0,77.32,2.023,101350.0,1.7,0.3,4.9,365.7,402.1,291.27,17.83,-0.55,-5.97
2023-09-28 00:30:00,292.01,0.0,180.0,0.0,0.0,78.14,2.021,101390.0,1.5,0.3,5.3,355.6,398.5,290.79999999999995,17.44,-0.6,-5.97
2023-09-28 01:00:00,291.71999999999997,0.0,180.0,0.0,0.0,79.06,2.028,101410.0,1.5,0.3,5.5,350.0,396.2,290.41999999999996,17.06,-0.6,-5.97
2023-09-28 01:30:00,290.94,0.0,180.0,0.0,0.0,81.77,2.023,101420.0,1.2,0.4,5.4,346.3,391.0,289.62,16.4,-0.57,-5.97
2023-09-28 02:00:00,290.62,0.0,180.0,0.0,0.0,83.11,2.031,101440.0,1.8,0.4,5.8,349.2,391.8,289.17999999999995,15.95,-0.57,-5.97
2023-09-28 02:30:00,290.38,0.0,180.0,0.0,0.0,84.28,2.001,101440.0,1.7,0.3,6.0,344.4,390.2,288.9,15.66,-0.6,-5.97
2023-09-28 03:00:00,290.56,0.0,180.0,0.0,0.0,84.56,2.007,101450.0,2.2,0.3,6.4,344.7,393.0,288.98999999999995,15.6,-0.57,-5.95
2023-09-28 03:30:00,290.60999999999996,0.0,180.0,0.0,0.0,84.16,2.054,101480.0,1.5,0.4,6.1,340.2,392.8,289.2,15.71,-0.57,-5.95
2023-09-28 04:00:00,289.73999999999995,0.0,180.0,0.0,0.0,85.91,2.0,101530.0,1.0,0.3,5.4,338.9,384.9,288.41999999999996,15.26,-0.57,-6.0
2023-09-28 04:30:00,288.96999999999997,0.0,180.0,0.0,0.0,87.92,1.999,101530.0,1.6,0.4,5.4,346.3,384.8,287.59,14.54,-0.6,-5.97
2023-09-28 05:00:00,289.46,0.0,180.0,0.0,0.0,85.15,2.017,101560.0,1.0,0.3,7.2,350.1,389.1,287.78,14.58,-0.6,-5.97
2023-09-28 05:30:00,289.5,0.0,180.0,0.0,0.0,84.0,2.001,101590.0,1.1,0.9,6.2,333.1,389.6,288.28,14.81,-0.6,-5.95
2023-09-28 06:00:00,289.19,0.0,180.0,0.0,0.0,82.82,2.017,101630.0,9.8,5.1,7.9,330.3,387.6,288.10999999999996,14.66,-0.57,-5.97
2023-09-28 06:30:00,289.06,0.0,180.0,0.0,0.0,82.83,2.049,101660.0,34.0,8.0,14.1,326.7,388.4,288.06,14.7,-0.6,-5.97
2023-09-28 07:00:00,289.48999999999995,0.0,180.0,0.0,0.0,81.89,2.054,101700.0,66.8,8.7,28.7,329.5,392.5,288.88,15.41,-0.6,-5.97
2023-09-28 07:30:00,289.95,0.0,180.0,0.0,0.0,81.17,2.047,101730.0,99.5,16.3,31.2,371.7,400.9,290.16999999999996,16.95,-0.6,-5.97
2023-09-28 08:00:00,290.03999999999996,0.0,180.0,0.0,0.0,81.5,2.06,101760.0,91.3,9.3,25.6,393.8,404.4,290.73999999999995,17.73,-0.6,-5.97
2023-09-28 08:30:00,290.59999999999997,0.0,180.0,0.0,0.0,80.11,2.037,101790.0,152.8,36.7,41.9,392.5,409.4,291.54999999999995,18.91,-0.57,-6.0
2023-09-28 09:00:00,291.29999999999995,0.0,180.0,0.0,0.0,78.16,2.04,101790.0,212.2,42.8,57.0,380.6,415.2,293.01,20.79,-0.6,-6.0
2023-09-28 09:30:00,292.04999999999995,0.0,180.0,0.0,0.0,76.05,2.04,101830.0,349.6,48.6,96.4,352.2,421.0,294.44,22.52,-0.57,-6.0
2023-09-28 10:00:00,292.23999999999995,0.0,180.0,0.0,0.0,74.76,2.05,101830.0,331.4,45.5,88.4,362.4,422.9,294.96,23.46,-0.57,-6.02
2023-09-28 10:30:00,292.04999999999995,0.0,180.0,0.0,0.0,75.16,2.044,101840.0,240.0,12.5,63.8,399.0,422.5,294.48999999999995,23.46,-0.57,-6.0
2023-09-28 11:00:00,291.92999999999995,0.0,180.0,0.0,0.0,75.58,2.043,101860.0,205.2,36.6,55.3,399.8,420.1,293.91999999999996,22.82,-0.57,-5.97
2023-09-28 11:30:00,292.06,0.0,180.0,0.0,0.0,74.97,2.043,101890.0,191.6,26.4,51.7,399.4,419.8,293.92999999999995,22.59,-0.57,-5.97
2023-09-28 12:00:00,292.2,0.0,180.0,0.0,0.0,74.1,2.04,101880.0,245.7,29.6,67.4,396.4,421.1,294.04999999999995,22.7,-0.65,-6.0
2023-09-28 12:30:00,292.75,0.0,180.0,0.0,0.0,71.2,2.047,101870.0,267.6,60.2,71.2,394.1,425.9,295.14,23.75,-0.57,-6.02
