Time(UTC),batt_v_0,t_0,wspd_0,wdir_0,wspd_0_std,wspd_0_max,rh_0,zm,p_0,swd_0,swd_0_std,swu_0,lwd_0,lwu_0,t_rad_0,t_log_0,tilt_x,tilt_y
2023-09-27 01:00:00,4.985,13.89,0.0,180.0,0.0,0.0,95.12,2.046,1020.4,1.8,0.3,5.1,367.3,381.1,12.88,12.59,-0.62,-5.97
2023-09-27 01:30:00,4.966,13.34,0.0,180.0,0.0,0.0,95.06,2.06,1020.4,1.8,0.2,5.1,366.6,378.7,12.37,12.13,-0.65,-6.0
2023-09-27 02:00:00,4.951,12.96,0.0,180.0,0.0,0.0,94.82,2.048,1020.5,2.1,0.4,5.4,365.9,376.8,11.96,11.67,-0.62,-6.0
2023-09-27 02:30:00,4.931,13.06,0.0,180.0,0.0,0.0,94.48,2.031,1020.6,2.2,0.3,5.5,367.5,377.3,12.03,11.66,-0.65,-5.97
2023-09-27 03:00:00,4.916,12.88,0.0,180.0,0.0,0.0,93.96,2.04,1020.5,2.1,0.2,5.4,367.8,376.7,11.89,11.51,-0.65,-5.97
2023-09-27 03:30:00,4.907,12.61,0.0,180.0,0.0,0.0,93.57,2.048,1020.4,1.9,0.3,5.0,367.5,375.9,11.73,11.39,-0.65,-5.97
2023-09-27 04:00:00,4.892,12.19,0.0,180.0,0.0,0.0,93.27,1.999,1020.8,1.9,0.4,4.9,367.0,374.8,11.44,11.12,-0.62,-5.97
2023-09-27 04:30:00,4.878,12.31,0.0,180.0,0.0,0.0,93.06,2.0,1020.8,2.2,0.3,5.3,367.5,374.7,11.42,10.98,-0.62,-6.0
2023-09-27 05:00:00,4.862,12.45,0.0,180.0,0.0,0.0,92.79,2.0,1020.5,2.2,0.3,5.1,370.0,376.2,11.66,11.18,-0.62,-5.97
2023-09-27 05:30:00,4.847,12.53,0.0,180.0,0.0,0.0,92.52,2.0,1020.4,2.5,0.8,5.2,369.1,376.3,11.74,11.26,-0.65,-5.97
2023-09-27 06:00:00,4.844,13.01,0.0,180.0,0.0,0.0,92.23,2.016,1020.4,14.4,7.0,8.8,372.5,380.1,12.36,11.87,-0.62,-6.0
2023-09-27 06:30:00,4.886,13.29,0.0,180.0,0.0,0.0,91.83,2.025,1020.5,34.3,6.0,14.5,375.2,383.6,12.93,12.7,-0.62,-6.0
2023-09-27 07:00:00,5.001,13.64,0.0,180.0,0.0,0.0,91.07,2.035,1020.5,58.4,5.0,23.1,376.8,387.4,13.55,13.53,-0.62,-5.97
2023-09-27 07:30:00,5.221,14.2,0.0,180.0,0.0,0.0,89.62,2.044,1021.0,114.7,48.3,36.9,376.3,391.0,14.11,14.5,-0.67,-6.0
2023-09-27 08:00:00,5.227,15.95,0.0,180.0,0.0,0.0,85.12,2.048,1021.2,184.9,33.5,57.9,379.5,399.5,15.48,16.73,-0.62,-6.05
2023-09-27 08:30:00,5.223,18.19,0.0,180.0,0.0,0.0,79.41,2.045,1021.5,314.6,53.0,95.9,383.5,412.6,17.59,19.38,-0.62,-6.07
2023-09-27 09:00:00,5.234,18.39,0.0,180.0,0.0,0.0,79.52,2.042,1021.1,206.0,54.5,57.9,375.5,417.6,19.24,20.74,-0.62,-6.0
2023-09-27 09:30:00,5.238,18.16,0.0,180.0,0.0,0.0,81.33,2.041,1021.0,136.7,10.5,40.7,375.0,414.3,19.2,20.04,-0.62,-6.0
2023-09-27 10:00:00,5.24,18.94,0.0,180.0,0.0,0.0,79.9,2.028,1020.7,154.7,22.4,44.7,378.4,419.0,19.91,20.36,-0.6,-6.02
2023-09-27 10:30:00,5.228,19.56,0.0,180.0,0.0,0.0,78.37,2.02,1020.8,251.3,67.6,68.2,378.8,424.7,21.19,21.63,-0.62,-6.02
2023-09-27 11:00:00,5.237,20.3,0.0,180.0,0.0,0.0,76.79,2.01,1020.0,222.7,66.4,60.5,382.9,427.0,22.21,22.7,-0.62,-6.02
2023-09-27 11:30:00,5.223,22.04,0.0,180.0,0.0,0.0,71.58,2.041,1019.9,584.7,119.5,152.5,377.3,448.2,25.86,26.49,-0.57,-6.05
2023-09-27 12:00:00,5.225,22.77,0.0,180.0,0.0,0.0,67.42,2.012,1019.4,569.6,49.2,149.3,360.9,449.4,27.04,28.57,-0.57,-6.02
2023-09-27 12:30:00,5.226,23.34,0.0,180.0,0.0,0.0,65.64,2.056,1019.1,545.8,17.8,144.4,359.7,452.0,27.52,29.5,-0.6,-6.02
2023-09-27 13:00:00,5.228,23.79,0.0,180.0,0.0,0.0,64.54,2.087,1018.4,524.8,12.8,140.4,361.9,453.4,27.8,30.04,-0.55,-6.02
2023-09-27 13:30:00,5.24,23.86,0.0,180.0,0.0,0.0,64.05,2.036,1018.0,475.9,67.8,129.0,361.3,450.5,27.47,30.12,-0.57,-6.02
2023-09-27 14:00:00,5.236,23.45,0.0,180.0,0.0,0.0,65.46,2.022,1018.2,434.0,92.6,119.7,369.7,447.5,26.68,28.04,-0.57,-6.0
2023-09-27 14:30:00,5.24,23.04,0.0,180.0,0.0,0.0,66.0,2.04,1017.8,354.8,126.8,98.7,373.8,442.8,26.4,28.34,-0.57,-6.0
2023-09-27 15:00:00,5.249,21.85,0.0,180.0,0.0,0.0,70.7,1.991,1017.2,120.7,18.6,33.0,384.3,428.2,23.06,25.01,-0.57,-5.97
2023-09-27 15:30:00,5.253,21.39,0.0,180.0,0.0,0.0,72.96,2.04,1017.0,90.1,3.0,26.5,384.9,424.1,21.83,23.24,-0.57,-6.0
2023-09-27 16:00:00,5.257,21.15,0.0,180.0,0.0,0.0,73.66,2.044,1016.6,75.7,10.1,23.6,384.9,421.7,21.33,22.31,-0.57,-6.0
2023-09-27 16:30:00,5.251,20.85,0.0,180.0,0.0,0.0,75.21,2.03,1016.3,75.6,9.5,24.5,383.4,419.7,20.91,21.66,-0.57,-6.0
2023-09-27 17:00:00,5.244,20.49,0.0,180.0,0.0,0.0,76.06,2.026,1016.1,31.9,20.8,11.9,375.3,413.8,20.29,20.86,-0.57,-5.97
2023-09-27 17:30:00,5.221,19.96,0.0,180.0,0.0,0.0,77.16,2.019,1015.9,6.1,2.1,5.2,379.7,409.6,19.21,19.58,-0.57,-6.0
2023-09-27 18:00:00,5.197,19.71,0.0,180.0,0.0,0.0,77.62,2.06,1015.5,2.0,0.4,4.4,379.3,408.6,18.95,19.11,-0.57,-5.97
2023-09-27 18:30:00,5.171,19.32,0.0,180.0,0.0,0.0,78.31,2.067,1015.3,1.5,0.3,4.3,375.8,406.2,18.56,18.64,-0.57,-5.97
2023-09-27 19:00:00,5.148,18.99,0.0,180.0,0.0,0.0,79.05,2.068,1015.1,1.9,0.2,4.3,380.5,405.1,18.17,18.21,-0.57,-5.97
2023-09-27 19:30:00,5.126,18.94,0.0,180.0,0.0,0.0,79.12,2.055,1014.9,1.9,0.3,4.3,382.3,405.2,18.15,18.09,-0.57,-6.0
2023-09-27 20:00:00,5.107,18.91,0.0,180.0,0.0,0.0,78.72,2.016,1014.4,2.1,0.3,4.3,382.8,405.3,18.12,18.01,-0.57,-6.0
2023-09-27 20:30:00,5.091,18.85,0.0,180.0,0.0,0.0,78.27,2.015,1014.1,2.0,0.2,4.1,385.9,405.7,18.17,18.06,-0.6,-5.97
2023-09-27 21:00:00,5.072,19.07,0.0,180.0,0.0,0.0,77.08,2.014,1013.8,2.2,0.2,3.9,391.2,407.1,18.45,18.29,-0.57,-6.0
2023-09-27 21:30:00,5.065,18.94,0.0,180.0,0.0,0.0,77.6,2.011,1013.6,1.9,0.1,3.6,389.1,407.0,18.49,18.41,-0.57,-5.97
2023-09-27 22:00:00,5.041,18.85,0.0,180.0,0.0,0.0,78.11,2.018,1013.3,1.9,0.2,3.8,386.6,406.0,18.3,18.28,-0.6,-6.0
2023-09-27 22:30:00,5.03,18.66,0.0,180.0,0.0,0.0,79.22,2.019,1013.5,1.9,0.1,3.9,384.4,404.5,18.05,18.07,-0.6,-5.97
2023-09-27 23:00:00,5.014,18.52,0.0,180.0,0.0,0.0,79.85,1.982,1013.3,2.0,0.2,4.4,377.3,402.4,17.7,17.68,-0.57,-5.97
2023-09-27 23:30:00,4.999,18.92,0.0,180.0,0.0,0.0,78.18,2.043,1013.4,2.2,0.3,4.8,375.1,403.0,17.9,17.68,-0.6,-6.0
2023-09-28 00:00:00,4.982,19.14,0.0,180.0,0.0,0.0,77.32,2.023,1013.5,1.7,0.3,4.9,365.7,402.1,18.12,17.83,-0.55,-5.97
2023-09-28 00:30:00,4.967,18.86,0.0,180.0,0.0,0.0,78.14,2.021,1013.9,1.5,0.3,5.3,355.6,398.5,17.65,17.44,-0.6,-5.97
2023-09-28 01:00:00,4.951,18.57,0.0,180.0,0.0,0.0,79.06,2.028,1014.1,1.5,0.3,5.5,350.0,396.2,17.27,17.06,-0.6,-5.97
2023-09-28 01:30:00,4.933,17.79,0.0,180.0,0.0,0.0,81.77,2.023,1014.2,1.2,0.4,5.4,346.3,391.0,16.47,16.4,-0.57,-5.97
2023-09-28 02:00:00,4.916,17.47,0.0,180.0,0.0,0.0,83.11,2.031,1014.4,1.8,0.4,5.8,349.2,391.8,16.03,15.95,-0.57,-5.97
2023-09-28 02:30:00,4.904,17.23,0.0,180.0,0.0,0.0,84.28,2.001,1014.4,1.7,0.3,6.0,344.4,390.2,15.75,15.66,-0.6,-5.97
2023-09-28 03:00:00,4.887,17.41,0.0,180.0,0.0,0.0,84.56,2.007,1014.5,2.2,0.3,6.4,344.7,393.0,15.84,15.6,-0.57,-5.95
2023-09-28 03:30:00,4.871,17.46,0.0,180.0,0.0,0.0,84.16,2.054,1014.8,1.5,0.4,6.1,340.2,392.8,16.05,15.71,-0.57,-5.95
2023-09-28 04:00:00,4.855,16.59,0.0,180.0,0.0,0.0,85.91,2.0,1015.3,1.0,0.3,5.4,338.9,384.9,15.27,15.26,-0.57,-6.0
2023-09-28 04:30:00,4.836,15.82,0.0,180.0,0.0,0.0,87.92,1.999,1015.3,1.6,0.4,5.4,346.3,384.8,14.44,14.54,-0.6,-5.97
2023-09-28 05:00:00,4.822,16.31,0.0,180.0,0.0,0.0,85.15,2.017,1015.6,1.0,0.3,7.2,350.1,389.1,14.63,14.58,-0.6,-5.97
2023-09-28 05:30:00,4.809,16.35,0.0,180.0,0.0,0.0,84.0,2.001,1015.9,1.1,0.9,6.2,333.1,389.6,15.13,14.81,-0.6,-5.95
2023-09-28 06:00:00,4.793,16.04,0.0,180.0,0.0,0.0,82.82,2.017,1016.3,9.8,5.1,7.9,330.3,387.6,14.96,14.66,-0.57,-5.97
2023-09-28 06:30:00,4.837,15.91,0.0,180.0,0.0,0.0,82.83,2.049,1016.6,34.0,8.0,14.1,326.7,388.4,14.91,14.7,-0.6,-5.97
2023-09-28 07:00:00,5.063,16.34,0.0,180.0,0.0,0.0,81.89,2.054,1017.0,66.8,8.7,28.7,329.5,392.5,15.73,15.41,-0.6,-5.97
2023-09-28 07:30:00,5.242,16.8,0.0,180.0,0.0,0.0,81.17,2.047,1017.3,99.5,16.3,31.2,371.7,400.9,17.02,16.95,-0.6,-5.97
2023-09-28 08:00:00,5.247,16.89,0.0,180.0,0.0,0.0,81.5,2.06,1017.6,91.3,9.3,25.6,393.8,404.4,17.59,17.73,-0.6,-5.97
2023-09-28 08:30:00,5.238,17.45,0.0,180.0,0.0,0.0,80.11,2.037,1017.9,152.8,36.7,41.9,392.5,409.4,18.4,18.91,-0.57,-6.0
2023-09-28 09:00:00,5.238,18.15,0.0,180.0,0.0,0.0,78.16,2.04,1017.9,212.2,42.8,57.0,380.6,415.2,19.86,20.79,-0.6,-6.0
2023-09-28 09:30:00,5.228,18.9,0.0,180.0,0.0,0.0,76.05,2.04,1018.3,349.6,48.6,96.4,352.2,421.0,21.29,22.52,-0.57,-6.0
2023-09-28 10:00:00,5.231,19.09,0.0,180.0,0.0,0.0,74.76,2.05,1018.3,331.4,45.5,88.4,362.4,422.9,21.81,23.46,-0.57,-6.02
2023-09-28 10:30:00,5.235,18.9,0.0,180.0,0.0,0.0,75.16,2.044,1018.4,240.0,12.5,63.8,399.0,422.5,21.34,23.46,-0.57,-6.0
2023-09-28 11:00:00,5.233,18.78,0.0,180.0,0.0,0.0,75.58,2.043,1018.6,205.2,36.6,55.3,399.8,420.1,20.77,22.82,-0.57,-5.97
2023-09-28 11:30:00,5.239,18.91,0.0,180.0,0.0,0.0,74.97,2.043,1018.9,191.6,26.4,51.7,399.4,419.8,20.78,22.59,-0.57,-5.97
2023-09-28 12:00:00,5.233,19.05,0.0,180.0,0.0,0.0,74.1,2.04,1018.8,245.7,29.6,67.4,396.4,421.1,20.9,22.7,-0.65,-6.0
2023-09-28 12:30:00,5.245,19.6,0.0,180.0,0.0,0.0,71.2,2.047,1018.7,267.6,60.2,71.2,394.1,425.9,21.99,23.75,-0.57,-6.02
