Time(UTC),batt_v_1,t_log_1,rh_1,rh_2,rh_3,rh_4,rh_5,t_1,t_2,t_3,t_4,t_5,wspd_1,wdir_1,wspd_2,wdir_2,wspd_3,wdir_3,wspd_4,wdir_4,wspd_5,wdir_5
2023-09-30 08:30:00,13.6543,14.7677,85.8633,86.3667,83.9,85.57,85.5967,15.414,15.279,15.989,14.8223,15.3117,0.0,180.0,0.0,180.0,0.6869,8.1357,0.0,180.0,0.0,180.0
2023-09-30 09:00:00,13.7783,16.581,81.002,81.681,77.3303,80.5253,80.832,16.5427,16.3723,17.5703,15.996,16.4187,0.0,180.0,0.0,180.0,0.5725,39.9779,0.0,180.0,0.0,180.0
2023-09-30 09:30:00,13.7457,18.3373,77.4787,78.0487,72.453,77.0597,77.422,17.2613,17.0987,18.5297,16.717,17.1027,0.0,180.0,0.0,180.0,0.6559,39.9781,0.0,180.0,0.0,180.0
2023-09-30 10:00:00,13.6807,19.995,73.0243,73.613,68.2397,72.4467,72.8367,17.9397,17.753,19.197,17.4143,17.83,0.0,180.0,0.0,180.0,0.6152,119.5072,0.0,180.0,0.0,180.0
2023-09-30 10:30:00,13.513,20.9393,70.941,71.331,67.993,70.3853,70.6003,17.9667,17.809,18.7023,17.433,17.9047,0.0,180.0,0.0,180.0,0.6272,118.7382,0.0,180.0,0.0,180.0
2023-09-30 11:00:00,13.6387,21.2277,68.3467,68.7317,66.1593,67.9213,68.0297,18.4837,18.311,19.0597,17.9083,18.4087,0.0,180.0,0.0,180.0,0.4382,102.5949,0.0,180.0,0.0,180.0
2023-09-30 11:30:00,13.6587,22.2343,63.14,63.448,59.6633,62.6233,62.9337,19.3183,19.1347,20.3007,18.747,19.1837,0.0,180.0,0.0,180.0,0.7163,54.1718,0.0,180.0,0.0,180.0
2023-09-30 12:00:00,13.6273,23.324,61.0773,61.2707,58.2807,60.5943,60.8513,19.0187,18.8623,19.8297,18.4213,18.9143,0.0,180.0,0.0,180.0,0.7245,67.6168,0.0,180.0,0.0,180.0
2023-09-30 12:30:00,13.5533,23.5173,59.9793,60.142,57.7297,59.362,59.6233,19.126,18.9677,19.774,18.5677,19.062,0.0,180.0,0.0,180.0,0.9234,115.1613,0.0,180.0,0.0,180.0
2023-09-30 13:00:00,13.4387,23.0403,60.0003,60.0853,58.1763,59.3643,59.655,18.788,18.651,19.2683,18.2243,18.7267,0.0,180.0,0.0,180.0,0.6385,123.7441,0.0,180.0,0.0,180.0
2023-09-30 13:30:00,13.6273,22.704,59.475,59.6573,56.857,58.891,59.1237,19.2623,19.1007,19.9867,18.6973,19.1877,0.0,180.0,0.0,180.0,0.5889,45.5979,0.0,180.0,0.0,180.0
2023-09-30 14:00:00,13.6223,22.8883,57.4567,57.6193,54.8727,56.8273,57.1473,19.2797,19.1227,20.085,18.716,19.1837,0.0,180.0,0.0,180.0,0.8132,84.1448,0.0,180.0,0.0,180.0
2023-09-30 14:30:00,13.6437,23.196,56.642,56.8267,54.224,55.967,56.1703,19.353,19.192,20.0853,18.7963,19.2953,0.0,180.0,0.0,180.0,0.9536,140.085,0.0,180.0,0.0,180.0
2023-09-30 15:00:00,13.4923,23.467,57.061,57.2087,54.66,56.4273,56.6527,19.3027,19.1497,20.0083,18.732,19.2333,0.0,180.0,0.0,180.0,0.7311,115.2263,0.0,180.0,0.0,180.0
2023-09-30 15:30:00,13.2203,23.4997,57.945,58.074,55.439,57.323,57.646,19.1043,18.955,19.869,18.542,19.0343,0.0,180.0,0.0,180.0,0.7544,133.1779,0.0,180.0,0.0,180.0
2023-09-30 16:00:00,12.966,22.5067,61.2503,61.3233,59.275,60.6697,60.9087,18.2363,18.1307,18.78,17.674,18.1907,0.0,180.0,0.0,180.0,0.6494,126.7415,0.0,180.0,0.0,180.0
2023-09-30 16:30:00,12.8227,20.7523,64.832,64.8433,63.4597,64.3013,64.5107,17.5153,17.424,17.81,16.942,17.457,0.0,180.0,0.0,180.0,0.3437,95.8711,0.0,180.0,0.0,180.0
2023-09-30 17:00:00,12.7527,19.1837,71.7193,71.8877,70.3183,71.221,71.286,16.9917,16.8963,17.266,16.4207,16.9447,0.0,180.0,0.0,180.0,0.2616,90.1979,0.0,180.0,0.0,180.0
2023-09-30 17:30:00,12.6913,17.89,74.7933,75.049,73.7207,74.224,74.2847,16.459,16.3573,16.6517,15.907,16.413,0.0,180.0,0.0,180.0,0.0649,67.3528,0.0,180.0,0.0,180.0
2023-09-30 18:00:00,12.6453,16.552,78.4353,78.732,77.5747,77.834,77.8723,15.66,15.565,15.7727,15.111,15.644,0.0,180.0,0.0,180.0,0.0422,35.4192,0.0,180.0,0.0,180.0
2023-09-30 18:30:00,12.6077,15.4733,81.9777,82.2567,82.412,81.5437,81.4737,15.377,15.3003,15.2763,14.8053,15.348,0.0,180.0,0.0,180.0,0.0416,104.3356,0.0,180.0,0.0,180.0
2023-09-30 19:00:00,12.5737,14.8737,82.8267,83.0767,83.1567,82.337,82.31,15.3373,15.2613,15.2453,14.7813,15.3187,0.0,180.0,0.0,180.0,0.0438,45.4488,0.0,180.0,0.0,180.0
2023-09-30 19:30:00,12.5413,14.456,84.81,85.0733,84.5933,84.3633,84.2567,15.1503,15.059,15.107,14.578,15.1237,0.0,180.0,0.0,180.0,0.0708,66.1267,0.0,180.0,0.0,180.0
2023-09-30 20:00:00,12.5153,14.0727,86.6267,86.8267,86.9433,86.1967,86.2167,14.706,14.628,14.6383,14.1587,14.665,0.0,180.0,0.0,180.0,0.0416,49.7478,0.0,180.0,0.0,180.0
2023-09-30 20:30:00,12.491,13.7553,87.1,87.3433,87.9,86.73,86.6567,14.6667,14.5793,14.4723,14.1123,14.639,0.0,180.0,0.0,180.0,0.0634,28.577,0.0,180.0,0.0,180.0
2023-09-30 21:00:00,12.469,13.7073,84.7567,84.93,85.6933,84.2833,84.2,14.8947,14.848,14.7187,14.353,14.8983,0.0,180.0,0.0,180.0,0.0697,9.7901,0.0,180.0,0.0,180.0
2023-09-30 21:30:00,12.4497,13.8347,85.0867,85.3033,85.2767,84.77,84.7467,14.919,14.852,14.9033,14.3493,14.89,0.0,180.0,0.0,180.0,0.0311,72.8065,0.0,180.0,0.0,180.0
2023-09-30 22:00:00,12.43,13.952,84.4633,84.7067,84.8,84.0,83.89,14.9743,14.9003,14.887,14.4153,14.967,0.0,180.0,0.0,180.0,0.1784,11.23,0.0,180.0,0.0,180.0
2023-09-30 22:30:00,12.4123,14.0403,84.7533,85.0267,84.6833,84.41,84.3433,14.9543,14.875,14.957,14.3843,14.933,0.0,180.0,0.0,180.0,0.1283,27.6339,0.0,180.0,0.0,180.0
2023-09-30 23:00:00,12.3943,14.08,85.56,85.8,85.66,85.1967,85.14,14.9353,14.8607,14.93,14.375,14.9267,0.0,180.0,0.0,180.0,0.2339,14.399,0.0,180.0,0.0,180.0
2023-09-30 23:30:00,12.3783,14.1817,86.2067,86.4867,85.8867,85.8267,85.69,14.887,14.7947,14.9393,14.3207,14.8807,0.0,180.0,0.0,180.0,0.194,21.9973,0.0,180.0,0.0,180.0
2023-10-01 00:00:00,12.3623,14.1787,86.5133,86.75,86.3067,86.0867,85.9533,14.722,14.6443,14.7473,14.164,14.7173,0.0,180.0,0.0,180.0,0.262,8.3253,0.0,180.0,0.0,180.0
2023-10-01 00:30:00,12.345,14.1693,84.77,84.97,84.6567,84.3633,84.27,14.8107,14.7273,14.8197,14.246,14.8017,0.0,180.0,0.0,180.0,0.3894,16.0415,0.0,180.0,0.0,180.0
2023-10-01 01:00:00,12.329,14.0763,84.3567,84.5567,84.3867,83.95,83.8333,14.6847,14.6217,14.688,14.1313,14.6827,0.0,180.0,0.0,180.0,0.5005,33.2356,0.0,180.0,0.0,180.0
2023-10-01 01:30:00,12.3123,14.0707,82.97,83.17,83.01,82.5167,82.3767,14.7643,14.6953,14.7447,14.2107,14.7757,0.0,180.0,0.0,180.0,0.5579,13.8202,0.0,180.0,0.0,180.0
2023-10-01 02:00:00,12.2963,14.2297,79.1013,79.2133,79.372,78.631,78.5753,15.122,15.0573,15.0603,14.5537,15.1243,0.0,180.0,0.0,180.0,0.6294,11.1026,0.0,180.0,0.0,180.0
2023-10-01 02:30:00,12.2797,14.4743,77.004,77.191,76.852,76.5267,76.5257,15.3643,15.2803,15.3533,14.7923,15.3433,0.0,180.0,0.0,180.0,0.6686,12.4916,0.0,180.0,0.0,180.0
2023-10-01 03:00:00,12.2657,14.6697,77.3697,77.511,77.1507,76.8803,76.8653,15.2687,15.1793,15.2823,14.7,15.252,0.0,180.0,0.0,180.0,0.8034,17.8244,0.0,180.0,0.0,180.0
2023-10-01 03:30:00,12.249,14.8437,75.7617,75.9117,75.5293,75.255,75.258,15.4603,15.3763,15.4803,14.881,15.441,0.0,180.0,0.0,180.0,0.87,37.136,0.0,180.0,0.0,180.0
2023-10-01 04:00:00,12.231,14.959,77.4253,77.59,77.112,76.9807,77.0177,15.2227,15.1327,15.2703,14.649,15.1993,0.0,180.0,0.0,180.0,0.6912,17.1879,0.0,180.0,0.0,180.0
2023-10-01 04:30:00,12.213,14.969,78.7187,78.8897,78.461,78.2767,78.2793,15.1387,15.043,15.1783,14.552,15.0987,0.0,180.0,0.0,180.0,0.5765,24.0811,0.0,180.0,0.0,180.0
2023-10-01 05:00:00,12.1957,14.9677,78.6587,78.817,78.609,78.1893,78.135,15.2953,15.2173,15.274,14.7263,15.2857,0.0,180.0,0.0,180.0,0.6588,33.9765,0.0,180.0,0.0,180.0
2023-10-01 05:30:00,12.1787,15.0483,77.2997,77.459,77.351,76.8037,76.763,15.663,15.5733,15.6153,15.0963,15.6437,0.0,180.0,0.0,180.0,0.8014,55.7494,0.0,180.0,0.0,180.0
2023-10-01 06:00:00,12.1627,15.215,78.0243,78.1983,77.7113,77.545,77.5287,15.6247,15.5547,15.656,15.052,15.5923,0.0,180.0,0.0,180.0,0.7154,46.4871,0.0,180.0,0.0,180.0
2023-10-01 06:30:00,12.165,15.2953,79.507,79.7133,78.9943,79.077,79.053,15.415,15.327,15.49,14.8423,15.3897,0.0,180.0,0.0,180.0,0.5786,32.5686,0.0,180.0,0.0,180.0
2023-10-01 07:00:00,12.197,15.2523,79.8133,79.867,78.304,78.8787,78.9723,15.4363,15.376,15.748,14.9697,15.4973,0.0,180.0,0.0,180.0,0.5756,35.3182,0.0,180.0,0.0,180.0
2023-10-01 07:30:00,12.428,15.819,78.1887,78.3887,75.3613,77.413,77.6317,15.9267,15.8557,16.564,15.4373,15.901,0.0,180.0,0.0,180.0,0.7337,34.6115,0.0,180.0,0.0,180.0
2023-10-01 08:00:00,12.9313,17.2147,75.805,76.1923,72.505,75.1567,75.6347,16.6217,16.4897,17.3853,16.1117,16.4957,0.0,180.0,0.0,180.0,0.7097,39.6948,0.0,180.0,0.0,180.0
2023-10-01 08:30:00,13.482,18.9247,73.814,74.268,69.8113,73.245,73.721,17.3877,17.2347,18.345,16.8563,17.2617,0.0,180.0,0.0,180.0,0.7337,44.5563,0.0,180.0,0.0,180.0
2023-10-01 09:00:00,13.6737,20.4547,72.9747,73.3593,69.3783,72.3997,72.853,18.02,17.8733,18.9003,17.4823,17.9057,0.0,180.0,0.0,180.0,0.7633,54.5565,0.0,180.0,0.0,180.0
2023-10-01 09:30:00,13.6123,21.6623,70.838,71.2667,67.2257,70.3213,70.7727,19.1353,18.964,20.0317,18.567,18.9723,0.0,180.0,0.0,180.0,0.6026,49.7565,0.0,180.0,0.0,180.0
2023-10-01 10:00:00,13.657,22.8123,69.6283,69.926,66.6963,69.0127,69.2983,19.6493,19.5117,20.406,19.112,19.5603,0.0,180.0,0.0,180.0,0.615,50.8649,0.0,180.0,0.0,180.0
2023-10-01 10:30:00,13.3597,23.5407,66.9563,67.1983,64.4843,66.3597,66.6623,20.496,20.3447,21.1233,19.9433,20.376,0.0,180.0,0.0,180.0,0.892,73.4117,0.0,180.0,0.0,180.0
2023-10-01 11:00:00,13.2993,24.3643,64.397,64.6613,62.0207,63.792,64.2127,21.219,21.053,21.8693,20.6713,21.0833,0.0,180.0,0.0,180.0,0.9534,40.2146,0.0,180.0,0.0,180.0
2023-10-01 11:30:00,13.3543,25.1883,63.1597,63.3593,61.2457,62.4653,62.9367,21.6217,21.4537,22.1287,21.0933,21.482,0.0,180.0,0.0,180.0,1.1159,34.3442,0.0,180.0,0.0,180.0
2023-10-01 12:00:00,13.6333,25.943,62.246,62.4687,60.1227,61.549,61.959,22.2187,22.0503,22.8137,21.68,22.0933,0.0,180.0,0.0,180.0,0.936,49.6496,0.0,180.0,0.0,180.0
2023-10-01 12:30:00,13.64,26.7443,60.922,61.0753,58.7043,60.3297,60.626,22.6347,22.479,23.288,22.059,22.4957,0.0,180.0,0.0,180.0,1.0029,35.3534,0.0,180.0,0.0,180.0
2023-10-01 13:00:00,13.6013,27.3323,59.7787,59.8627,57.6903,59.0917,59.439,22.7903,22.6443,23.3847,22.2283,22.6557,0.0,180.0,0.0,180.0,0.9253,78.8936,0.0,180.0,0.0,180.0
2023-10-01 13:30:00,13.5853,27.1733,58.9613,59.043,57.276,58.3003,58.6517,22.8963,22.755,23.391,22.339,22.7797,0.0,180.0,0.0,180.0,0.9587,37.506,0.0,180.0,0.0,180.0
2023-10-01 14:00:00,13.5857,27.172,55.8077,55.8577,53.768,55.121,55.449,23.3643,23.23,24.0073,22.819,23.2577,0.0,180.0,0.0,180.0,0.9682,89.7953,0.0,180.0,0.0,180.0
2023-10-01 14:30:00,13.5673,27.465,54.456,54.5767,52.0077,53.7,53.998,23.294,23.1117,24.074,22.763,23.2037,0.0,180.0,0.0,180.0,1.0005,132.3705,0.0,180.0,0.0,180.0
2023-10-01 15:00:00,13.5073,27.7093,55.4643,55.5973,52.878,54.715,55.0097,23.109,22.9323,23.913,22.572,23.015,0.0,180.0,0.0,180.0,0.7655,123.1084,0.0,180.0,0.0,180.0
2023-10-01 15:30:00,13.1423,27.6737,56.4743,56.6087,53.6527,55.776,56.0307,22.9973,22.817,23.8977,22.4497,22.905,0.0,180.0,0.0,180.0,0.7468,136.2676,0.0,180.0,0.0,180.0
2023-10-01 16:00:00,12.8837,26.4633,61.3187,61.3893,58.4,60.6253,60.9033,22.096,21.964,22.9163,21.538,22.033,0.0,180.0,0.0,180.0,0.3467,55.4469,0.0,180.0,0.0,180.0
2023-10-01 16:30:00,12.8233,24.558,67.307,67.427,65.0067,66.7087,66.861,21.153,21.0393,21.6753,20.5897,21.099,0.0,180.0,0.0,180.0,0.1241,71.9387,0.0,180.0,0.0,180.0
2023-10-01 17:00:00,12.741,22.7447,75.1847,75.4013,72.2747,74.741,74.9513,19.8833,19.7607,20.4907,19.2997,19.767,0.0,180.0,0.0,180.0,0.0372,64.6267,0.0,180.0,0.0,180.0
2023-10-01 17:30:00,12.6803,20.8423,80.0967,80.2687,78.643,79.6027,79.769,18.759,18.6723,19.0313,18.198,18.681,0.0,180.0,0.0,180.0,0.0592,28.7991,0.0,180.0,0.0,180.0
2023-10-01 18:00:00,12.6373,18.967,82.93,83.13,82.779,82.4687,82.3947,18.0837,18.0127,18.0233,17.528,18.046,0.0,180.0,0.0,180.0,0.0396,75.1836,0.0,180.0,0.0,180.0
2023-10-01 18:30:00,12.6043,17.4553,86.9767,87.21,87.56,86.7533,86.8333,17.334,17.265,17.1467,16.7517,17.234,0.0,180.0,0.0,180.0,0.0451,128.3463,0.0,180.0,0.0,180.0
2023-10-01 19:00:00,12.575,16.34,91.0433,91.55,91.2333,90.79,90.8567,16.5223,16.422,16.409,15.966,16.405,0.0,180.0,0.0,180.0,0.0189,3.8947,0.0,180.0,0.0,180.0
2023-10-01 19:30:00,12.549,15.5023,93.41,93.93,94.4867,93.1867,93.08,16.1813,16.076,15.893,15.603,16.086,0.0,180.0,0.0,180.0,0.0118,55.2043,0.0,180.0,0.0,180.0
2023-10-01 20:00:00,12.5253,14.933,94.7533,95.1867,95.75,94.4667,94.3867,15.9103,15.8427,15.704,15.3447,15.8483,0.0,180.0,0.0,180.0,0.0281,66.9997,0.0,180.0,0.0,180.0
2023-10-01 20:30:00,12.5063,14.6367,92.8033,92.7967,95.3233,92.24,91.9667,16.0813,16.064,15.714,15.5533,16.0823,0.0,180.0,0.0,180.0,0.2115,6.2066,0.0,180.0,0.0,180.0
2023-10-01 21:00:00,12.4877,14.6007,84.6667,84.81,86.25,83.95,83.7667,17.3203,17.2733,17.0113,16.8173,17.3677,0.0,180.0,0.0,180.0,0.3556,9.8356,0.0,180.0,0.0,180.0
2023-10-01 21:30:00,12.4727,14.6833,89.39,89.7133,89.3033,89.0567,88.9567,16.5427,16.4663,16.5253,15.981,16.4837,0.0,180.0,0.0,180.0,0.0727,67.1766,0.0,180.0,0.0,180.0
2023-10-01 22:00:00,12.455,14.5937,88.9533,89.24,89.8867,88.6433,88.43,16.4723,16.4087,16.2473,15.897,16.4393,0.0,180.0,0.0,180.0,0.0501,158.8588,0.0,180.0,0.0,180.0
2023-10-01 22:30:00,12.4407,14.3763,92.9833,93.46,93.15,92.8467,92.77,15.7847,15.6993,15.5837,15.1923,15.6893,0.0,180.0,0.0,180.0,0.015,133.976,0.0,180.0,0.0,180.0
2023-10-01 23:00:00,12.4257,14.1257,92.5267,92.7033,94.8467,92.1333,92.0567,15.8407,15.804,15.407,15.2807,15.8063,0.0,180.0,0.0,180.0,0.0586,118.7169,0.0,180.0,0.0,180.0
2023-10-01 23:30:00,12.4123,14.1097,89.5833,89.67,92.2433,88.9267,88.6933,16.3487,16.3083,15.9123,15.8367,16.3707,0.0,180.0,0.0,180.0,0.1829,2.8651,0.0,180.0,0.0,180.0
2023-10-02 00:00:00,12.3973,14.2877,85.2733,85.4067,86.98,84.6567,84.4567,17.1457,17.0907,16.8293,16.6213,17.1697,0.0,180.0,0.0,180.0,0.4462,1.9927,0.0,180.0,0.0,180.0
2023-10-02 00:30:00,12.387,14.7107,84.6367,84.8667,85.0467,84.1833,84.07,17.2677,17.1903,17.1857,16.7203,17.2457,0.0,180.0,0.0,180.0,0.3957,11.9311,0.0,180.0,0.0,180.0
2023-10-02 01:00:00,12.3733,15.0173,88.9133,89.35,87.8167,88.5133,88.4067,16.534,16.4177,16.7057,15.9803,16.4843,0.0,180.0,0.0,180.0,0.1311,357.6924,0.0,180.0,0.0,180.0
2023-10-02 01:30:00,12.361,15.165,88.43,88.5467,89.14,87.8567,87.6167,16.7453,16.6957,16.5967,16.2197,16.7537,0.0,180.0,0.0,180.0,0.1485,2.9462,0.0,180.0,0.0,180.0
2023-10-02 02:00:00,12.3487,15.1857,89.0533,89.31,88.97,88.56,88.41,16.6887,16.6157,16.67,16.1557,16.6667,0.0,180.0,0.0,180.0,0.1683,2.7231,0.0,180.0,0.0,180.0
2023-10-02 02:30:00,12.3367,14.9253,91.4067,91.7767,90.9633,91.03,90.8433,16.129,16.042,16.1597,15.5707,16.0947,0.0,180.0,0.0,180.0,0.2535,3.3604,0.0,180.0,0.0,180.0
2023-10-02 03:00:00,12.322,14.6,92.5867,92.9133,92.7833,92.2467,92.0433,15.8063,15.734,15.714,15.238,15.7677,0.0,180.0,0.0,180.0,0.0858,26.2762,0.0,180.0,0.0,180.0
2023-10-02 03:30:00,12.3083,14.2667,94.8733,95.48,94.2867,94.7467,94.53,15.33,15.2167,15.2733,14.7327,15.2593,0.0,180.0,0.0,180.0,0.0767,29.2741,0.0,180.0,0.0,180.0
2023-10-02 04:00:00,12.2933,13.944,94.7833,95.0767,95.48,94.4833,94.3367,15.2333,15.166,15.0173,14.6597,15.2053,0.0,180.0,0.0,180.0,0.0797,321.9967,0.0,180.0,0.0,180.0
2023-10-02 04:30:00,12.2813,13.75,94.2367,94.44,95.5467,93.7867,93.49,15.2883,15.2357,15.0357,14.7407,15.3047,0.0,180.0,0.0,180.0,0.142,5.9463,0.0,180.0,0.0,180.0
2023-10-02 05:00:00,12.268,13.7133,93.5933,93.7833,94.4967,93.0767,92.7967,15.4413,15.3687,15.2673,14.89,15.4473,0.0,180.0,0.0,180.0,0.3656,12.0713,0.0,180.0,0.0,180.0
2023-10-02 05:30:00,12.254,13.7817,93.4067,93.7467,93.5933,93.05,92.7567,15.2497,15.153,15.2003,14.671,15.2343,0.0,180.0,0.0,180.0,0.3676,8.0574,0.0,180.0,0.0,180.0
2023-10-02 06:00:00,12.2413,13.7717,94.4767,94.89,94.4767,94.1867,93.8567,14.9473,14.8567,14.9037,14.3767,14.9497,0.0,180.0,0.0,180.0,0.1468,22.2412,0.0,180.0,0.0,180.0
2023-10-02 06:30:00,12.2607,13.8493,93.67,93.8467,94.5,93.1733,92.84,15.241,15.18,15.1147,14.6973,15.2603,0.0,180.0,0.0,180.0,0.2833,25.2381,0.0,180.0,0.0,180.0
2023-10-02 07:00:00,12.325,14.2457,91.9067,92.0667,92.4,91.3733,91.1067,15.6517,15.5937,15.626,15.1123,15.647,0.0,180.0,0.0,180.0,0.262,13.6228,0.0,180.0,0.0,180.0
2023-10-02 07:30:00,12.458,14.8053,90.5,90.8,90.2133,90.0833,89.86,16.117,16.048,16.2623,15.5653,16.0787,0.0,180.0,0.0,180.0,0.1091,2.7462,0.0,180.0,0.0,180.0
2023-10-02 08:00:00,12.6257,15.6507,88.24,88.58,87.6767,87.8633,87.6967,16.9707,16.87,17.211,16.4107,16.9227,0.0,180.0,0.0,180.0,0.1119,19.9747,0.0,180.0,0.0,180.0
2023-10-02 08:30:00,12.7973,16.656,86.4767,86.86,84.98,86.0933,85.9233,17.718,17.6203,18.097,17.1557,17.6787,0.0,180.0,0.0,180.0,0.213,26.5312,0.0,180.0,0.0,180.0
2023-10-02 09:00:00,13.3657,17.859,82.3927,82.93,80.734,81.7427,81.8157,18.89,18.75,19.309,18.368,18.8493,0.0,180.0,0.0,180.0,0.5667,141.2695,0.0,180.0,0.0,180.0
2023-10-02 09:30:00,13.3663,19.456,82.3247,82.898,78.8657,81.8263,81.9153,19.3777,19.244,20.135,18.8347,19.3033,0.0,180.0,0.0,180.0,0.3498,92.0499,0.0,180.0,0.0,180.0
2023-10-02 10:00:00,13.666,21.2937,79.6727,80.32,75.3807,79.115,79.247,20.215,20.024,21.215,19.686,20.1203,0.0,180.0,0.0,180.0,0.6178,110.4885,0.0,180.0,0.0,180.0
2023-10-02 10:30:00,13.4363,23.288,78.2527,78.7307,72.8207,77.8823,78.0527,20.6773,20.51,21.953,20.115,20.5433,0.0,180.0,0.0,180.0,0.5397,24.2587,0.0,180.0,0.0,180.0
2023-10-02 11:00:00,13.622,24.3233,77.2617,77.6933,74.3903,76.723,76.8667,20.9663,20.818,21.6437,20.4217,20.876,0.0,180.0,0.0,180.0,0.7611,59.7078,0.0,180.0,0.0,180.0
2023-10-02 11:30:00,13.6276,25.2434,76.0724,76.519,72.591,75.5524,75.84,21.4959,21.3162,22.3186,20.9517,21.3614,0.0,180.0,0.0,180.0,0.7049,49.7468,0.0,180.0,0.0,180.0
