Time(UTC),uu,uv,uw,uTs,uTc1,uH2O,vv,vw,vTs,vTc1,vH2O,ww,wTs,wTc1,wH2O,TsTs,Tc1Tc1,H2OH2O,u,v,w,Ts,Tc1,H2O,Uyp,WDy,WDyWDy,wgwg,wguy,wgTc2,uywg,uyTc2,Tc2Tc2,wg,Uy,Tc2,wdir_Y
2023-09-22 09:30:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,189.6,3052.5625,0.343,-999,-999,-999,-999,-999,-0.043,-999,-999,179.1
2023-09-22 10:00:00,1.414,-0.237,-0.212,-0.008,-999,-0.011,1.52,-0.168,-0.023,-999,0.011,0.591,0.042,-999,0.063,0.064516,-999,0.096721,0.09,0.762,-0.048,21.18,-999,23.52,1.454,182.2,3438.6496,-999,-999,-999,1.006,-999,-999,-999,1.454,-999,180.6
2023-09-22 10:30:00,1.293,-0.23,-0.101,0.009,-999,0.006,1.564,-0.11,-0.081,-999,-0.051,0.623,0.066,-999,0.075,0.086436,-999,0.121801,0.224,0.547,-0.113,21.88,-999,23.57,1.274,190.7,3244.4416,0.349,0.0,-999,1.128,-999,-999,-0.083,1.274,-999,187.9
2023-09-22 11:00:00,1.373,-0.246,-0.201,-0.013,-999,-0.046,1.673,-0.071,-0.046,-999,0.029,0.613,0.075,-999,0.104,0.103041,-999,0.164025,0.146,0.412,-0.097,22.38,-999,23.2,1.431,193.2,3697.8561,0.32,-0.042,-999,1.047,-999,-999,-0.068,1.431,-999,178.7
2023-09-22 11:30:00,1.108,-0.413,-0.053,-0.033,-999,-0.037,1.733,-0.189,-0.023,-999,0.022,0.525,0.076,-999,0.099,0.0961,-999,0.1764,0.242,0.197,-0.004,22.7,-999,22.82,1.254,199.5,4158.9601,0.269,-0.037,-999,1.011,-999,-999,0.021,1.254,-999,192.6
2023-09-22 12:00:00,1.221,-0.145,-0.135,0.001,-999,-0.016,1.345,-0.149,-0.031,-999,-0.009,0.544,0.021,-999,0.064,0.012769,-999,0.0841,0.17,0.655,-0.069,22.3,-999,22.35,1.256,180.8,3469.21,-999,-999,-999,0.974,-999,-999,-999,1.256,-999,176.7
2023-09-22 12:30:00,0.652,-0.151,-0.089,-0.009,-999,-0.032,0.907,-0.04,-0.014,-999,0.013,0.294,0.021,-999,0.046,0.0196,-999,0.103684,0.126,0.169,-0.008,22.5,-999,22.66,0.8,184.0,3518.8624,0.134,-0.044,-999,0.681,-999,-999,0.02,0.8,-999,185.9
2023-09-22 13:00:00,0.657,-0.126,-0.045,-0.003,-999,-0.023,0.817,-0.102,-0.012,-999,0.015,0.285,0.013,-999,0.04,0.009409,-999,0.082944,0.293,0.215,-0.062,22.47,-999,22.86,0.928,216.1,2786.7841,0.156,-0.004,-999,0.591,-999,-999,-0.029,0.928,-999,200.9
2023-09-22 13:30:00,0.467,-0.088,-0.044,-0.012,-999,-0.043,0.792,-0.034,-0.016,-999,0.03,0.216,0.012,-999,0.037,0.010816,-999,0.098596,0.512,-0.152,0.027,22.22,-999,22.72,0.878,257.1,1877.4889,0.099,-0.004,-999,0.63,-999,-999,0.027,0.878,-999,229.0
2023-09-22 14:00:00,0.47,-0.155,-0.033,-0.008,-999,-0.021,0.783,-0.068,-0.007,-999,0.043,0.255,0.005,-999,0.03,0.0064,-999,0.082944,0.478,-0.337,-0.029,21.96,-999,22.66,0.911,262.1,1606.4064,0.125,0.033,-999,0.636,-999,-999,-0.03,0.911,-999,241.6
2023-09-22 14:30:00,0.541,-0.151,-0.069,-0.009,-999,0.0,0.696,-0.014,-0.009,-999,-0.056,0.218,0.013,-999,0.046,0.0121,-999,0.183184,0.43,-0.072,-0.054,21.95,-999,22.44,0.929,246.5,2515.0225,0.094,-0.019,-999,0.539,-999,-999,-0.029,0.929,-999,222.2
2023-09-22 15:00:00,0.351,-0.095,-0.027,0.002,-999,0.017,0.358,-0.02,-0.012,-999,0.002,0.152,-0.005,-999,0.02,0.005041,-999,0.061504,-0.001,0.405,-0.051,21.5,-999,22.86,0.673,173.9,1642.6809,0.068,-0.003,-999,0.375,-999,-999,-0.035,0.673,-999,175.0
2023-09-22 15:30:00,0.147,-0.019,-0.022,0.003,-999,-0.006,0.123,-0.007,-0.004,-999,0.007,0.073,-0.005,-999,0.017,0.003969,-999,0.045796,-0.214,0.341,-0.026,21.14,-999,23.77,0.435,129.9,959.7604,0.021,0.0,-999,0.239,-999,-999,-0.021,0.435,-999,142.3
2023-09-22 16:00:00,0.153,-0.033,-0.013,0.002,-999,-0.004,0.176,-0.019,0.001,-999,-0.003,0.069,-0.005,-999,0.009,0.005329,-999,0.030276,-0.141,0.489,0.001,20.94,-999,23.77,0.501,146.7,542.89,0.018,-0.008,-999,0.277,-999,-999,-0.011,0.501,-999,153.5
2023-09-22 16:30:00,0.064,-0.006,-0.005,0.002,-999,0.001,0.072,-0.012,-0.001,-999,0.0,0.032,-0.004,-999,0.007,0.009409,-999,0.042436,-0.094,0.332,-0.013,20.79,-999,23.84,0.237,122.3,135.4896,0.005,-0.006,-999,0.154,-999,-999,-0.008,0.237,-999,161.7
2023-09-22 17:00:00,0.042,0.003,-0.009,0.002,-999,-0.003,0.054,-0.006,0.004,-999,-0.005,0.021,-0.004,-999,0.003,0.0196,-999,0.04,-0.174,0.309,0.01,20.5,-999,24.05,0.17,138.6,135.2569,0.002,-0.002,-999,0.136,-999,-999,-0.002,0.17,-999,133.4
2023-09-22 17:30:00,0.038,-0.002,-0.003,0.001,-999,-0.006,0.034,-0.005,0.001,-999,0.009,0.016,-0.005,-999,0.016,0.023716,-999,0.367236,-0.153,0.258,0.009,20.22,-999,24.67,0.143,141.1,44.957025,0.002,-0.001,-999,0.109,-999,-999,-0.008,0.143,-999,141.7
2023-09-22 18:00:00,0.038,-0.004,-0.003,-0.003,-999,-0.003,0.065,-0.003,-0.018,-999,0.014,0.021,-0.001,-999,0.014,0.033489,-999,0.276676,-0.057,0.058,0.004,19.98,-999,20.89,0.051,122.3,52.809289,0.002,0.001,-999,0.045,-999,-999,-0.005,0.051,-999,137.8
2023-09-22 18:30:00,0.147,-0.053,-0.013,0.005,-999,-0.065,0.232,-0.012,-0.005,-999,0.031,0.078,-0.004,-999,-0.034,0.010404,-999,1.077444,0.326,-0.2,0.005,20.08,-999,21.57,0.433,273.4,393.6256,0.029,0.002,-999,0.264,-999,-999,0.003,0.433,-999,231.4
2023-09-22 19:00:00,0.163,0.011,-0.029,0.002,-999,-0.016,0.176,0.012,-0.005,-999,0.333,0.077,-0.006,-999,0.044,0.008281,-999,17.952169,0.63,-0.069,-0.035,19.62,-999,31.25,0.65,251.3,589.0329,0.021,-0.013,-999,0.307,-999,-999,-0.017,0.65,-999,244.0
2023-09-22 19:30:00,0.249,-0.016,-0.053,0.007,-999,-0.018,0.306,0.016,-0.008,-999,0.013,0.11,-0.006,-999,0.017,0.011449,-999,0.117649,0.592,0.019,0.005,18.99,-999,15.59,0.71,245.2,952.9569,0.036,-0.026,-999,0.387,-999,-999,0.011,0.71,-999,235.1
2023-09-22 20:00:00,0.204,0.002,-0.032,0.003,-999,-0.006,0.23,0.031,-0.009,-999,0.017,0.084,-0.004,-999,0.012,0.004489,-999,0.041209,0.424,-0.209,0.017,18.56,-999,14.8,0.555,274.3,666.6724,0.023,-0.017,-999,0.354,-999,-999,-0.015,0.555,-999,249.0
2023-09-22 20:30:00,0.218,0.021,-0.017,0.001,-999,-0.027,0.216,0.024,-0.007,-999,0.012,0.094,-0.002,-999,0.016,0.003481,-999,0.201601,0.506,-0.049,0.0,18.5,-999,16.19,0.588,253.6,745.8361,0.024,-0.003,-999,0.313,-999,-999,0.004,0.588,-999,240.5
2023-09-22 21:00:00,0.113,-0.041,-0.012,0.004,-999,0.009,0.115,0.001,-0.012,-999,-0.042,0.037,-0.003,-999,0.047,0.007921,-999,2.050624,0.227,0.0,-0.007,18.29,-999,19.38,0.321,245.4,402.8049,0.006,-0.004,-999,0.206,-999,-999,-0.018,0.321,-999,241.5
2023-09-22 21:30:00,0.032,-0.004,-0.003,-0.001,-999,0.021,0.03,-0.001,0.001,-999,0.005,0.014,-0.003,-999,0.006,0.012769,-999,0.098596,-0.156,0.338,-0.017,17.89,-999,14.87,0.237,147.2,62.615569,0.0,0.0,-999,0.156,-999,-999,-0.002,0.237,-999,160.4
2023-09-22 22:00:00,0.131,0.001,-0.015,0.006,-999,-0.003,0.187,-0.021,-0.013,-999,0.003,0.063,-0.004,-999,0.005,0.010609,-999,0.009801,0.245,-0.205,0.034,17.82,-999,14.34,0.394,274.5,868.4809,0.014,-0.001,-999,0.231,-999,-999,0.009,0.394,-999,230.6
2023-09-22 22:30:00,0.193,0.017,-0.02,0.001,-999,0.0,0.306,-0.037,0.004,-999,-0.008,0.103,-0.01,-999,0.007,0.0081,-999,0.009216,0.065,0.145,-0.02,17.66,-999,15.04,0.385,211.0,1199.9296,0.042,-0.018,-999,0.288,-999,-999,-0.024,0.385,-999,178.9
2023-09-22 23:00:00,0.214,0.001,-0.021,0.001,-999,0.003,0.368,-0.035,0.004,-999,-0.002,0.132,-0.01,-999,0.005,0.007569,-999,0.01,0.013,0.058,-0.032,17.8,-999,15.3,0.441,212.2,2305.9204,0.069,-0.017,-999,0.288,-999,-999,-0.045,0.441,-999,179.4
2023-09-22 23:30:00,0.201,-0.01,-0.034,0.003,-999,-0.004,0.256,-0.026,0.004,-999,0.002,0.126,-0.011,-999,0.007,0.008836,-999,0.010404,0.07,0.119,-0.028,17.92,-999,15.87,0.403,217.4,779.5264,0.062,-0.028,-999,0.308,-999,-999,-0.036,0.403,-999,200.5
2023-09-23 00:00:00,0.293,-0.069,-0.047,0.011,-999,-0.017,0.463,-0.018,-0.011,-999,-0.102,0.124,-0.006,-999,0.054,0.008464,-999,2.954961,0.371,-0.099,-0.01,17.97,-999,17.46,0.71,212.8,1460.7684,0.039,-0.006,-999,0.477,-999,-999,-0.013,0.71,-999,216.0
2023-09-23 00:30:00,0.121,0.002,-0.014,0.011,-999,0.012,0.143,-0.007,-0.003,-999,-0.033,0.04,-0.002,-999,-0.021,0.009409,-999,1.3225,0.051,0.108,0.016,17.67,-999,18.8,0.38,191.2,452.8384,0.005,-0.001,-999,0.25,-999,-999,0.001,0.38,-999,187.9
2023-09-23 01:00:00,0.149,-0.029,-0.009,0.003,-999,0.027,0.146,-0.013,0.005,-999,-0.07,0.067,-0.008,-999,0.003,0.009025,-999,0.329476,-0.154,0.38,-0.025,17.83,-999,18.19,0.456,150.9,497.29,0.012,-0.004,-999,0.252,-999,-999,-0.015,0.456,-999,152.0
2023-09-23 01:30:00,0.246,-0.058,-0.022,0.002,-999,0.001,0.284,-0.017,0.0,-999,-0.003,0.095,-0.005,-999,0.003,0.007056,-999,0.004761,-0.065,0.345,0.021,17.9,-999,15.97,0.551,166.4,1314.0625,0.023,-0.005,-999,0.294,-999,-999,0.001,0.551,-999,166.7
2023-09-23 02:00:00,0.231,-0.025,-0.028,0.003,-999,0.03,0.248,-0.02,0.005,-999,0.014,0.11,-0.008,-999,-0.021,0.005929,-999,0.133956,-0.172,0.381,-0.016,17.8,-999,18.0,0.54,145.0,1199.2369,0.034,-0.006,-999,0.291,-999,-999,-0.03,0.54,-999,158.5
2023-09-23 02:30:00,0.216,-0.031,-0.023,0.003,-999,-0.001,0.291,-0.034,-0.001,-999,-0.001,0.138,-0.009,-999,0.005,0.007744,-999,0.003481,-0.065,0.27,-0.012,17.83,-999,20.71,0.437,165.9,932.0809,0.054,-0.02,-999,0.305,-999,-999,-0.023,0.437,-999,163.9
2023-09-23 03:00:00,0.269,-0.079,-0.009,0.0,-999,0.009,0.306,-0.022,0.002,-999,-0.007,0.128,-0.011,-999,0.008,0.009604,-999,0.006889,-0.01,-0.002,-0.02,18.03,-999,20.7,0.472,198.1,2260.0516,0.065,0.004,-999,0.317,-999,-999,-0.019,0.472,-999,182.9
2023-09-23 03:30:00,0.291,-0.015,-0.045,-0.017,-999,0.014,0.352,-0.034,0.013,-999,0.004,0.127,-0.004,-999,-0.005,0.042849,-999,0.019044,-0.016,0.266,-0.023,18.14,-999,19.72,0.528,145.3,1531.1569,0.047,-0.018,-999,0.365,-999,-999,-0.02,0.528,-999,162.0
2023-09-23 04:00:00,0.176,-0.039,-0.003,-0.004,-999,0.007,0.212,-0.001,0.001,-999,0.001,0.09,-0.01,-999,0.002,0.015376,-999,0.007396,-0.065,-0.079,0.001,18.06,-999,18.32,0.254,127.0,1124.2609,0.025,-0.003,-999,0.204,-999,-999,-0.023,0.254,-999,164.0
2023-09-23 04:30:00,0.189,-0.022,-0.015,0.004,-999,0.013,0.256,-0.01,-0.001,-999,-0.002,0.075,-0.006,-999,0.004,0.01,-999,0.012321,-0.064,-0.01,0.03,18.28,-999,18.58,0.407,176.2,1478.4025,0.019,0.005,-999,0.277,-999,-999,-0.006,0.407,-999,174.8
2023-09-23 05:00:00,0.307,0.001,-0.035,0.006,-999,0.001,0.333,-0.01,-0.002,-999,0.004,0.145,-0.003,-999,0.001,0.006241,-999,0.003249,-0.013,0.331,-0.043,18.25,-999,19.99,0.608,163.0,1331.5201,0.039,-0.002,-999,0.367,-999,-999,-0.044,0.608,-999,163.3
2023-09-23 05:30:00,0.371,-0.04,-0.026,0.005,-999,0.002,0.394,-0.026,0.002,-999,-0.001,0.163,-0.008,-999,0.005,0.0064,-999,0.004624,0.112,0.153,0.011,18.07,-999,20.95,0.582,193.0,2153.8881,0.054,-0.016,-999,0.416,-999,-999,0.0,0.582,-999,174.7
2023-09-23 06:00:00,0.311,-0.021,-0.042,0.001,-999,-0.001,0.42,-0.052,-0.003,-999,0.003,0.185,-0.005,-999,0.002,0.005625,-999,0.0025,0.091,0.235,-0.049,18.09,-999,21.78,0.681,204.4,1743.0625,0.065,-0.015,-999,0.404,-999,-999,-0.044,0.681,-999,185.2
2023-09-23 06:30:00,0.426,-0.117,-0.075,0.004,-999,-0.003,0.537,-0.013,-0.004,-999,0.0,0.158,0.001,-999,0.008,0.002704,-999,0.009216,0.084,0.281,-0.03,18.47,-999,22.54,0.682,182.9,2151.1044,0.061,-0.024,-999,0.469,-999,-999,-0.028,0.682,-999,179.7
2023-09-23 07:00:00,0.473,-0.117,-0.076,0.003,-999,-0.001,0.531,-0.015,-0.001,-999,0.006,0.211,0.004,-999,0.014,0.003136,-999,0.015625,-0.006,0.298,0.015,18.93,-999,22.94,0.715,174.2,2569.4761,0.089,-0.007,-999,0.425,-999,-999,0.021,0.715,-999,168.6
2023-09-23 07:30:00,0.338,-0.024,-0.025,-0.006,-999,-0.012,0.56,-0.063,-0.017,-999,-0.02,0.217,0.006,-999,0.014,0.010816,-999,0.021316,0.077,0.331,-0.039,19.16,-999,23.04,0.708,183.2,1896.6025,0.097,-0.01,-999,0.494,-999,-999,-0.019,0.708,-999,182.6
2023-09-23 08:00:00,0.625,-0.132,-0.064,0.0,-999,0.004,0.63,-0.029,-0.015,-999,0.004,0.259,0.027,-999,0.03,0.026896,-999,0.041616,0.18,0.353,-0.001,19.8,-999,23.95,0.858,189.9,2784.6729,0.107,-0.02,-999,0.561,-999,-999,-0.007,0.858,-999,190.2
2023-09-23 08:30:00,0.745,-0.103,-0.097,-0.002,-999,0.0,0.791,-0.064,-0.009,-999,0.001,0.282,0.016,-999,0.018,0.0121,-999,0.018769,0.158,0.332,-0.065,19.87,-999,23.96,0.855,184.0,2667.7225,0.137,-0.038,-999,0.703,-999,-999,-0.04,0.855,-999,184.0
2023-09-23 09:00:00,0.755,-0.226,-0.036,-0.012,-999,-0.036,0.994,-0.088,0.003,-999,0.044,0.258,0.025,-999,0.016,0.044521,-999,0.104976,0.187,0.312,0.067,20.57,-999,24.45,1.002,204.3,3503.4561,0.095,-0.011,-999,0.645,-999,-999,0.042,1.002,-999,194.6
2023-09-23 09:30:00,0.397,-0.057,-0.051,0.001,-999,-0.887,0.42,-0.004,-0.004,-999,0.985,0.172,0.008,-999,0.181,0.009801,-999,23.951236,0.474,-0.301,-0.057,20.79,-999,23.42,0.762,264.9,1303.9321,0.059,0.001,-999,0.468,-999,-999,-0.034,0.762,-999,242.3
2023-09-23 10:00:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13.950225,-999,-999,-999,-999,-999,21.03,0.823,249.4,1582.4484,0.012,-0.008,-999,0.374,-999,-999,-0.011,0.823,-999,206.4
2023-09-23 10:30:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.210681,-999,-999,-999,-999,-999,23.74,0.799,250.3,900.6001,0.019,-0.015,-999,0.52,-999,-999,-0.005,0.799,-999,233.8
2023-09-23 11:00:00,0.575,-0.272,0.029,0.025,-999,-0.071,0.85,-0.111,-0.124,-999,0.01,0.242,0.076,-999,0.101,0.145161,-999,0.444889,0.797,0.03,-0.079,23.43,-999,23.92,1.011,240.2,1141.0884,0.077,-0.031,-999,0.531,-999,-999,-0.043,1.011,-999,232.4
2023-09-23 11:30:00,0.689,-0.083,-0.112,-0.051,-999,-0.079,0.738,0.001,-0.003,-999,0.096,0.313,0.048,-999,0.091,0.059049,-999,0.318096,0.882,-0.308,-0.009,22.38,-999,24.56,1.19,255.6,1576.09,0.145,-0.032,-999,0.734,-999,-999,0.001,1.19,-999,240.0
2023-09-23 12:00:00,0.664,0.005,-0.088,-0.044,-999,-0.029,0.739,0.042,-0.005,-999,0.03,0.278,0.029,-999,0.06,0.051529,-999,0.259081,0.95,-0.268,-0.028,22.63,-999,24.06,1.257,258.7,1247.5024,0.114,-0.043,-999,0.763,-999,-999,-0.007,1.257,-999,249.1
2023-09-23 12:30:00,0.651,-0.054,-0.11,-0.093,-999,-0.098,0.65,0.039,0.022,-999,0.06,0.298,0.067,-999,0.104,0.09,-999,0.246016,0.846,-0.215,0.017,22.9,-999,23.98,1.159,254.6,1513.21,0.122,-0.054,-999,0.69,-999,-999,0.042,1.159,-999,232.6
2023-09-23 13:00:00,0.862,-0.106,-0.092,-0.093,-999,-0.139,0.814,0.066,0.016,-999,0.069,0.286,0.044,-999,0.087,0.091204,-999,0.2401,1.025,-0.266,-0.051,23.18,-999,23.76,1.348,256.5,1392.7824,0.102,-0.059,-999,0.951,-999,-999,-0.014,1.348,-999,246.2
2023-09-23 13:30:00,0.739,-0.088,-0.132,-0.036,-999,-0.043,0.866,0.005,0.03,-999,0.083,0.342,0.022,-999,0.056,0.024025,-999,0.112896,0.995,-0.291,0.005,22.75,-999,23.97,1.392,259.1,1437.9264,0.149,-0.069,-999,0.756,-999,-999,0.026,1.392,-999,243.7
2023-09-23 14:00:00,0.603,0.06,-0.107,-0.024,-999,-0.05,0.716,0.03,-0.009,-999,0.012,0.273,0.018,-999,0.048,0.009604,-999,0.070756,0.957,-0.191,-0.022,22.23,-999,23.92,1.21,256.6,1297.4404,0.113,-0.065,-999,0.7,-999,-999,0.01,1.21,-999,244.6
2023-09-23 14:30:00,0.375,-0.047,-0.061,-0.014,-999,-0.04,0.494,0.047,-0.001,-999,0.026,0.172,0.009,-999,0.039,0.005929,-999,0.148225,0.833,-0.081,0.004,22.0,-999,23.31,1.011,249.1,1004.89,0.056,-0.035,-999,0.519,-999,-999,0.003,1.011,-999,242.5
2023-09-23 15:00:00,0.328,-0.063,-0.047,-0.007,-999,-0.034,0.393,0.021,-0.002,-999,0.015,0.136,0.006,-999,0.022,0.004356,-999,0.052441,0.657,-0.139,-0.026,22.04,-999,24.46,0.803,249.3,874.9764,0.051,-0.024,-999,0.511,-999,-999,-0.014,0.803,-999,241.4
2023-09-23 15:30:00,0.271,-0.077,-0.049,-0.004,-999,-0.011,0.337,-0.014,-0.007,-999,0.019,0.122,0.006,-999,0.019,0.006724,-999,0.034969,0.605,-0.269,0.013,21.79,-999,24.58,0.813,260.8,963.4816,0.041,-0.014,-999,0.413,-999,-999,0.015,0.813,-999,250.1
2023-09-23 16:00:00,0.157,-0.014,-0.015,-0.004,-999,-0.003,0.225,-0.007,-0.01,-999,0.005,0.076,-0.005,-999,0.015,0.017424,-999,0.028224,0.473,-0.1,-0.035,21.87,-999,24.7,0.578,254.6,655.36,0.019,-0.007,-999,0.319,-999,-999,-0.018,0.578,-999,238.9
2023-09-23 16:30:00,0.236,-0.01,-0.021,0.004,-999,-0.016,0.229,0.011,-0.021,-999,0.016,0.084,-0.013,-999,0.011,0.038416,-999,0.052441,0.568,-0.063,0.029,21.61,-999,24.34,0.692,248.6,816.2449,0.022,-0.005,-999,0.381,-999,-999,0.002,0.692,-999,243.9
2023-09-23 17:00:00,0.263,-0.006,-0.038,0.02,-999,-0.023,0.251,0.013,-0.003,-999,-0.001,0.092,-0.014,-999,0.012,0.036864,-999,0.033856,0.524,0.035,-0.008,21.34,-999,23.68,0.642,246.4,750.2121,0.021,-0.016,-999,0.41,-999,-999,-0.008,0.642,-999,237.4
2023-09-23 17:30:00,0.083,0.009,-0.002,0.004,-999,-0.003,0.068,-0.001,-0.002,-999,0.001,0.028,-0.002,-999,0.001,0.0441,-999,0.032761,0.284,0.084,0.015,20.89,-999,24.0,0.235,231.9,177.4224,0.005,0.003,-999,0.173,-999,-999,0.009,0.235,-999,225.8
2023-09-23 18:00:00,0.291,-0.035,-0.024,0.012,-999,-0.026,0.31,0.0,-0.006,-999,0.008,0.12,-0.008,-999,0.015,0.012769,-999,0.039204,0.656,-0.122,-0.041,21.01,-999,23.87,0.788,247.2,622.0036,0.032,-0.01,-999,0.391,-999,-999,-0.023,0.788,-999,255.3
2023-09-23 18:30:00,0.032,-0.007,-0.003,0.009,-999,-0.009,0.043,0.003,-0.013,-999,0.017,0.016,-0.006,-999,0.006,0.037249,-999,0.068644,0.159,0.149,0.01,20.51,-999,23.86,0.117,220.4,69.8896,0.0,0.0,-999,0.1,-999,-999,-0.002,0.117,-999,217.5
2023-09-23 19:00:00,0.012,0.002,-0.001,0.0,-999,0.001,0.018,0.001,-0.004,-999,0.005,0.004,-0.003,-999,0.001,0.038416,-999,0.039601,-0.02,0.305,0.023,19.53,-999,23.74,0.069,165.9,1.127844,0.0,0.0,-999,0.061,-999,-999,-0.001,0.069,-999,166.1
2023-09-23 19:30:00,0.037,-0.01,0.001,-0.004,-999,0.007,0.035,-0.001,-0.003,-999,-0.003,0.014,-0.005,-999,0.002,0.026569,-999,0.014161,-0.126,0.235,0.004,19.56,-999,23.41,0.098,126.3,48.804196,0.0,0.0,-999,0.078,-999,-999,-0.002,0.098,-999,144.6
2023-09-23 20:00:00,0.019,-0.004,-0.002,-0.012,-999,0.003,0.018,0.001,0.0,-999,0.002,0.007,0.001,-999,0.0,0.061504,-999,0.009409,-0.158,0.205,0.033,19.3,-999,23.42,0.094,87.2,4.804864,0.0,0.0,-999,0.07,-999,-999,-0.001,0.094,-999,144.2
2023-09-23 20:30:00,0.012,-0.009,0.0,0.003,-999,0.004,0.017,0.001,-0.003,-999,0.0,0.002,-0.001,-999,0.0,0.013689,-999,0.0169,0.011,0.133,0.021,18.3,-999,22.92,0.091,63.92,0.619369,0.0,0.0,-999,0.055,-999,-999,-0.001,0.091,-999,153.0
2023-09-23 21:00:00,0.027,-0.005,-0.002,-0.008,-999,0.01,0.02,-0.001,0.0,-999,0.001,0.004,0.0,-999,-0.002,0.034225,-999,0.1369,-0.025,0.117,0.016,17.98,-999,17.38,0.037,68.45,4.571044,0.0,0.0,-999,0.03,-999,-999,-0.001,0.037,-999,162.8
2023-09-23 21:30:00,0.06,0.0,-0.008,-0.026,-999,-0.003,0.044,-0.001,-0.007,-999,0.0,0.021,-0.004,-999,0.001,0.151321,-999,0.007396,-0.096,0.167,0.002,18.22,-999,13.54,0.123,116.2,94.4784,0.0,0.0,-999,0.098,-999,-999,-0.001,0.123,-999,131.4
2023-09-23 22:00:00,0.047,-0.007,-0.002,-0.018,-999,0.004,0.046,-0.002,0.007,-999,0.007,0.025,-0.01,-999,-0.003,0.121801,-999,0.043264,-0.217,0.206,0.002,18.05,-999,15.3,0.167,113.9,102.8196,0.001,-0.001,-999,0.131,-999,-999,-0.002,0.167,-999,123.9
2023-09-23 22:30:00,0.061,-0.001,-0.004,-0.009,-999,0.006,0.069,-0.001,0.003,-999,-0.001,0.028,-0.007,-999,-0.001,0.065536,-999,0.010816,-0.164,0.247,-0.021,17.78,-999,18.15,0.233,135.0,179.56,0.001,0.0,-999,0.154,-999,-999,-0.006,0.233,-999,134.0
2023-09-23 23:00:00,0.06,-0.008,-0.004,-0.015,-999,0.001,0.061,-0.008,0.004,-999,0.001,0.031,-0.012,-999,-0.004,0.079524,-999,0.006241,-0.279,0.249,-0.002,17.47,-999,18.62,0.302,117.7,176.6241,0.0,0.001,-999,0.189,-999,-999,-0.001,0.302,-999,120.0
2023-09-23 23:30:00,0.049,-0.01,0.001,-0.011,-999,-0.001,0.048,-0.003,0.012,-999,0.002,0.02,-0.005,-999,-0.002,0.035344,-999,0.002401,-0.402,0.286,0.001,17.12,-999,18.54,0.427,109.6,137.3584,0.0,0.0,-999,0.225,-999,-999,0.0,0.427,-999,111.7
2023-09-24 00:00:00,0.038,-0.006,-0.002,-0.002,-999,0.005,0.046,-0.006,0.014,-999,-0.004,0.017,-0.007,-999,-0.003,0.0441,-999,0.038416,-0.303,0.209,-0.004,16.95,-999,16.69,0.253,111.3,93.1225,0.001,-0.002,-999,0.178,-999,-999,-0.004,0.253,-999,112.4
2023-09-24 00:30:00,0.086,-0.012,-0.006,-0.007,-999,-0.001,0.078,-0.005,0.012,-999,0.001,0.032,-0.009,-999,-0.003,0.058564,-999,0.012769,-0.321,0.358,-0.012,16.96,-999,13.99,0.442,126.6,246.8041,0.004,-0.001,-999,0.239,-999,-999,-0.004,0.442,-999,127.0
2023-09-24 01:00:00,0.074,0.002,-0.002,-0.002,-999,0.007,0.077,-0.007,0.014,-999,-0.003,0.025,-0.006,-999,-0.001,0.060025,-999,0.0196,-0.386,0.471,0.003,16.76,-999,15.61,0.57,124.0,217.8576,0.002,0.0,-999,0.268,-999,-999,-0.002,0.57,-999,124.5
2023-09-24 01:30:00,0.036,-0.007,-0.002,-0.003,-999,-0.006,0.036,-0.006,0.015,-999,0.003,0.013,-0.006,-999,0.001,0.040401,-999,0.015876,-0.175,0.343,-0.003,16.28,-999,16.31,0.282,131.0,68.89,0.0,0.0,-999,0.188,-999,-999,-0.001,0.282,-999,130.8
2023-09-24 02:00:00,0.059,-0.009,-0.003,-0.007,-999,0.022,0.071,-0.001,0.014,-999,0.023,0.015,-0.003,-999,-0.003,0.050176,-999,0.137641,-0.142,0.233,0.007,16.02,-999,11.03,0.198,118.3,111.5136,0.0,0.001,-999,0.162,-999,-999,0.001,0.198,-999,144.3
2023-09-24 02:30:00,0.056,-0.002,-0.001,-0.002,-999,-0.004,0.064,-0.008,0.002,-999,0.005,0.028,-0.008,-999,0.0,0.055696,-999,0.030625,-0.258,0.319,-0.01,15.89,-999,5.091,0.384,126.2,172.6596,0.001,-0.002,-999,0.193,-999,-999,-0.006,0.384,-999,123.4
2023-09-24 03:00:00,0.055,-0.016,0.0,-0.01,-999,0.001,0.063,-0.005,0.013,-999,0.001,0.02,-0.007,-999,-0.001,0.034969,-999,0.001681,-0.299,0.274,-0.012,15.52,-999,4.496,0.335,119.7,113.2096,0.0,-0.001,-999,0.208,-999,-999,-0.002,0.335,-999,115.8
2023-09-24 03:30:00,0.075,-0.014,-0.001,0.006,-999,0.001,0.09,-0.011,0.014,-999,0.002,0.036,-0.012,-999,-0.002,0.061504,-999,0.001369,-0.278,0.353,-0.039,15.44,-999,4.496,0.4,123.2,204.2041,0.002,-0.002,-999,0.233,-999,-999,-0.006,0.4,-999,127.0
