Time(UTC),uu,uv,uw,uTs,uTc1,uH2O,vv,vw,vTs,vTc1,vH2O,ww,wTs,wTc1,wH2O,TsTs,Tc1Tc1,H2OH2O,u,v,w,Ts,Tc1,H2O,Uyp,WDy,WDyWDy,wgwg,wguy,wgTc2,uywg,uyTc2,Tc2Tc2,wg,Uy,Tc2,wdir_Y
2023-09-26 04:30:00,0.06,-0.02,0.005,-0.016,-0.02,0.01,0.072,-0.009,0.026,0.021,-0.012,0.021,-0.007,-0.002,0.003,0.046656,0.046656,0.017161,-0.237,0.386,0.007,19.28,13.34,23.34,0.356,88.0,68.7241,0.0,-0.001,-0.001,0.18,0.04,0.05,-0.002,0.356,13.29,143.5
2023-09-26 05:00:00,0.04,-0.01,0.003,-0.004,-0.01,0.0,0.052,-0.007,0.012,0.009,-0.01,0.019,-0.007,-0.004,0.006,0.035344,0.0324,0.043264,-0.08,0.44,0.002,19.19,13.16,23.33,0.316,154.5,65.1249,0.0,0.0,0.0,0.157,0.017,0.031,-0.002,0.316,13.2,156.9
2023-09-26 05:30:00,0.036,-0.007,0.001,-0.009,-0.016,0.01,0.033,-0.003,0.005,0.003,-0.004,0.014,-0.004,-0.002,0.004,0.041209,0.045796,0.038025,0.014,0.317,0.01,19.18,13.16,23.39,0.172,162.5,53.934336,0.0,0.0,0.0,0.123,0.01,0.041,-0.001,0.172,13.21,162.5
2023-09-26 06:00:00,0.052,-0.027,0.005,-0.008,-0.013,0.009,0.107,-0.012,0.009,0.003,-0.012,0.029,-0.006,-0.001,0.007,0.0169,0.0196,0.018769,-0.236,0.507,0.002,19.4,13.46,23.43,0.453,133.6,84.4561,0.0,0.0,0.0,0.255,0.016,0.017,-0.001,0.453,13.43,135.7
2023-09-26 06:30:00,0.055,-0.012,0.005,-0.001,-0.003,0.004,0.099,-0.01,0.001,-0.012,-0.008,0.039,-0.001,0.008,0.01,0.002916,0.01,0.020164,-0.347,0.596,-0.004,20.03,14.14,23.71,0.617,129.8,169.7809,0.0,0.0,0.0,0.251,0.003,0.002,-0.002,0.617,14.05,128.1
2023-09-26 07:00:00,0.106,-0.042,0.003,-0.001,-0.004,0.012,0.189,-0.019,0.002,-0.016,-0.027,0.058,-0.003,0.009,0.012,0.001764,0.007744,0.028561,-0.384,0.855,-0.033,20.5,14.59,23.9,0.891,136.8,214.0369,0.001,-0.003,0.0,0.352,0.001,0.002,-0.004,0.891,14.52,134.8
2023-09-26 07:30:00,0.164,-0.044,0.011,-0.003,-0.006,0.02,0.256,-0.024,0.002,-0.02,-0.028,0.086,-0.003,0.01,0.015,0.001936,0.008836,0.029929,-0.389,0.899,-0.052,20.79,14.87,24.14,0.929,135.6,345.2164,0.013,-0.012,0.0,0.393,-0.004,0.002,-0.019,0.929,14.81,135.6
2023-09-26 08:00:00,0.122,-0.048,-0.002,0.011,0.013,0.019,0.156,-0.016,-0.023,-0.057,-0.03,0.05,0.009,0.024,0.02,0.021025,0.0729,0.063001,-0.319,0.574,-0.024,21.39,15.64,24.53,0.591,135.2,277.5556,0.004,-0.005,0.001,0.304,-0.039,0.029,-0.007,0.591,15.47,137.0
2023-09-26 08:30:00,0.192,-0.081,0.008,0.015,0.01,0.029,0.312,-0.033,-0.033,-0.059,-0.043,0.091,0.011,0.024,0.025,0.016384,0.032041,0.054756,-0.558,1.067,-0.03,22.15,16.32,24.78,1.175,133.2,318.9796,0.013,-0.015,0.001,0.474,-0.037,0.013,-0.013,1.175,16.2,132.7
2023-09-26 09:00:00,0.296,-0.035,0.008,0.017,-0.023,0.019,0.178,-0.028,-0.04,-0.061,-0.03,0.086,0.029,0.042,0.036,0.043681,0.076176,0.099225,-0.374,0.708,-0.018,23.14,17.33,25.23,0.886,132.7,775.6225,0.02,-0.023,0.007,0.365,-0.039,0.024,-0.003,0.886,17.17,132.3
2023-09-26 09:30:00,0.295,-0.062,-0.005,0.009,-0.019,0.033,0.306,-0.031,-0.035,-0.05,-0.056,0.091,0.011,0.024,0.026,0.012544,0.031684,0.092416,-0.446,0.819,-0.036,23.71,17.82,24.96,1.03,132.3,740.3841,0.018,-0.013,0.002,0.418,-0.019,0.006,-0.015,1.03,17.69,133.3
2023-09-26 10:00:00,0.204,-0.056,0.001,-0.002,-0.032,-0.001,0.192,-0.016,-0.007,-0.011,-0.002,0.09,0.013,0.026,0.04,0.016641,0.037249,0.131044,-0.015,0.45,-0.019,24.05,18.15,25.41,0.569,160.9,961.6201,0.023,-0.006,0.005,0.302,-0.021,0.018,-0.011,0.569,18.06,166.9
2023-09-26 10:30:00,0.275,-0.055,0.005,0.003,-0.005,0.008,0.34,-0.035,-0.038,-0.066,-0.027,0.132,0.026,0.047,0.051,0.038025,0.064516,0.110224,-0.556,0.954,-0.087,24.48,18.63,25.51,1.187,129.7,725.2249,0.035,-0.025,0.011,0.453,-0.037,0.031,-0.049,1.187,18.55,130.4
2023-09-26 11:00:00,0.384,-0.055,0.032,0.034,-0.002,0.065,0.369,-0.035,-0.061,-0.086,-0.03,0.124,0.044,0.058,0.058,0.103041,0.149769,0.188356,-0.481,0.702,-0.018,25.45,19.78,25.99,1.001,126.4,997.2964,0.038,-0.04,0.019,0.498,-0.088,0.086,-0.004,1.001,19.63,131.6
2023-09-26 11:30:00,0.324,-0.095,0.006,0.03,-0.01,0.041,0.278,-0.016,-0.036,-0.032,-0.01,0.112,0.034,0.045,0.053,0.071824,0.103041,0.215296,-0.311,0.528,-0.002,26.21,20.51,26.22,0.767,141.0,888.6361,0.031,-0.006,0.007,0.393,-0.054,0.057,-0.006,0.767,20.35,143.1
2023-09-26 12:00:00,0.464,-0.114,-0.003,0.03,-0.011,0.058,0.459,-0.045,-0.06,-0.082,-0.059,0.164,0.035,0.052,0.055,0.058564,0.110224,0.1764,-0.391,0.769,-0.076,26.59,20.92,25.84,1.059,138.9,1095.61,0.059,-0.041,0.016,0.585,-0.073,0.061,-0.035,1.059,20.78,146.2
2023-09-26 12:30:00,0.281,-0.023,-0.014,0.001,-0.042,-0.012,0.307,-0.042,-0.009,-0.028,-0.018,0.11,0.007,0.017,0.043,0.022801,0.052441,0.1681,-0.208,0.643,-0.043,26.66,20.84,25.34,0.779,147.8,856.7329,0.027,-0.014,0.001,0.369,-0.023,0.033,-0.013,0.779,20.74,153.2
2023-09-26 13:00:00,0.315,-0.112,-0.003,0.014,-0.009,0.022,0.368,-0.035,-0.037,-0.051,-0.073,0.106,0.014,0.024,0.056,0.017956,0.039204,0.201601,-0.372,0.734,-0.031,26.68,20.91,25.35,0.842,134.8,634.5361,0.028,-0.02,0.002,0.536,-0.04,0.015,-0.012,0.842,20.77,141.0
2023-09-26 13:30:00,0.295,-0.09,0.01,0.014,-0.014,0.058,0.258,-0.027,-0.036,-0.054,-0.049,0.106,0.015,0.03,0.055,0.026896,0.065025,0.257049,-0.299,0.787,-0.038,26.74,21.05,25.55,0.924,145.6,525.3264,0.026,-0.028,0.003,0.423,-0.038,0.019,-0.023,0.924,20.92,143.9
2023-09-26 14:00:00,0.332,-0.052,0.014,0.001,-0.029,0.047,0.464,-0.05,-0.051,-0.074,-0.093,0.131,0.008,0.027,0.048,0.024649,0.066049,0.185761,-0.371,0.861,-0.059,26.8,21.21,25.39,1.033,138.4,850.8889,0.039,-0.027,0.001,0.513,-0.028,0.023,-0.03,1.033,21.04,141.3
2023-09-26 14:30:00,0.424,-0.165,0.048,-0.014,-0.024,0.073,0.518,-0.053,0.0,-0.009,-0.095,0.143,-0.008,-0.001,0.053,0.016129,0.030276,0.161604,-0.442,1.077,-0.02,26.72,20.98,24.98,1.194,138.0,708.0921,0.052,-0.038,-0.008,0.656,0.015,0.019,-0.009,1.194,20.88,139.3
2023-09-26 15:00:00,0.455,-0.15,0.053,-0.034,-0.045,0.087,0.389,-0.056,0.024,0.007,-0.101,0.125,-0.013,-0.004,0.046,0.027889,0.036481,0.177241,-0.419,0.938,-0.053,26.56,20.69,25.58,1.055,137.3,626.5009,0.035,-0.05,-0.009,0.661,0.045,0.028,-0.035,1.055,20.62,140.6
2023-09-26 15:30:00,0.234,-0.066,-0.002,-0.01,-0.021,0.02,0.276,-0.033,0.019,0.006,-0.05,0.096,-0.017,-0.006,0.036,0.034225,0.042025,0.119025,-0.196,0.704,-0.035,26.41,20.45,26.19,0.747,147.4,647.7025,0.027,-0.01,-0.009,0.428,0.026,0.035,-0.022,0.747,20.4,147.5
2023-09-26 16:00:00,0.223,-0.085,0.011,-0.041,-0.047,0.039,0.236,-0.034,0.03,0.021,-0.028,0.09,-0.019,-0.011,0.021,0.066049,0.061504,0.076729,-0.272,0.642,0.001,25.97,19.91,26.28,0.693,136.2,678.6025,0.017,-0.015,-0.008,0.389,0.042,0.06,0.001,0.693,19.9,145.4
2023-09-26 16:30:00,0.137,-0.057,0.011,-0.018,-0.023,0.009,0.165,-0.023,0.028,0.023,-0.012,0.046,-0.019,-0.012,0.011,0.1089,0.101761,0.064516,-0.036,0.466,-0.024,25.46,19.32,26.55,0.409,148.6,277.8889,0.012,-0.015,-0.004,0.291,0.037,0.11,-0.004,0.409,19.39,160.1
2023-09-26 17:00:00,0.035,-0.011,0.005,-0.001,-0.004,-0.001,0.048,-0.007,0.003,0.001,-0.001,0.019,-0.012,-0.007,0.006,0.204304,0.194481,0.0729,0.025,0.16,-0.006,24.88,18.66,26.56,0.058,131.0,13.242321,0.003,0.0,0.001,0.05,0.018,0.184,0.003,0.058,18.74,172.7
2023-09-26 17:30:00,0.038,-0.016,0.003,-0.013,-0.016,0.004,0.048,-0.004,0.014,0.015,-0.005,0.017,-0.011,-0.005,0.003,0.221841,0.201601,0.041616,-0.126,0.243,-0.008,24.39,18.14,26.38,0.121,136.8,48.038761,0.001,-0.002,-0.001,0.105,0.035,0.236,-0.004,0.121,18.27,139.1
2023-09-26 18:00:00,0.023,-0.004,0.001,0.003,-0.001,0.004,0.022,-0.002,-0.005,-0.006,0.001,0.011,-0.002,0.005,0.001,0.290521,0.258064,0.070756,-0.019,0.1,0.0,23.46,17.22,26.44,0.022,61.28,5.280804,0.0,0.0,-0.001,0.021,0.012,0.308,-0.001,0.022,17.36,161.0
2023-09-26 18:30:00,0.031,0.002,0.001,-0.041,-0.041,0.018,0.034,0.0,-0.02,-0.02,0.009,0.009,-0.005,0.001,0.001,0.277729,0.253009,0.049729,-0.079,0.102,0.0,23.15,16.9,26.27,0.059,95.1,8.608356,0.0,0.0,-0.001,0.049,0.024,0.31,-0.001,0.059,17.11,135.0
2023-09-26 19:00:00,0.034,0.0,0.002,-0.06,-0.056,0.021,0.045,0.001,-0.009,-0.01,0.007,0.011,-0.008,-0.002,0.002,0.412164,0.346921,0.056644,-0.254,0.177,0.0,23.05,16.84,26.02,0.161,97.6,85.1929,0.0,0.0,-0.001,0.126,0.065,0.392,-0.001,0.161,17.07,101.9
2023-09-26 19:30:00,0.034,-0.006,0.0,-0.016,-0.015,0.004,0.036,0.0,0.0,-0.001,0.001,0.018,-0.006,0.003,0.0,0.279841,0.206116,0.029584,-0.177,0.166,-0.001,22.76,16.57,25.84,0.112,98.0,50.098084,0.001,0.001,-0.001,0.094,0.023,0.256,0.0,0.112,16.76,117.9
2023-09-26 20:00:00,0.027,0.0,0.004,-0.011,-0.014,0.006,0.032,0.001,-0.021,-0.018,0.006,0.01,-0.002,0.003,0.0,0.229441,0.198025,0.037636,0.011,0.091,-0.001,22.11,15.91,25.95,0.027,133.9,6.110784,0.0,0.0,0.0,0.025,0.001,0.282,-0.001,0.027,16.1,166.9
2023-09-26 20:30:00,0.033,0.003,0.0,-0.004,-0.007,0.002,0.041,-0.002,-0.013,-0.013,0.008,0.008,-0.002,0.003,-0.001,0.318096,0.258064,0.047524,-0.115,0.267,0.0,22.27,16.08,25.85,0.121,93.4,33.616804,0.0,0.0,0.0,0.077,0.011,0.318,-0.001,0.121,16.31,139.3
2023-09-26 21:00:00,0.039,-0.017,-0.001,-0.018,-0.018,0.005,0.056,0.003,0.01,0.009,-0.001,0.014,-0.003,0.003,0.0,0.225625,0.170569,0.021904,-0.227,0.28,0.004,22.43,16.28,25.76,0.202,127.5,53.919649,0.001,0.0,-0.001,0.163,0.043,0.199,-0.001,0.202,16.42,122.6
2023-09-26 21:30:00,0.056,-0.005,-0.004,-0.004,-0.006,0.001,0.067,-0.009,0.021,0.019,-0.005,0.024,-0.015,-0.009,0.002,0.248004,0.184041,0.012544,-0.221,0.37,-0.006,22.15,16.01,25.72,0.275,135.7,124.3225,0.002,-0.004,-0.004,0.2,0.04,0.205,-0.007,0.275,16.14,136.5
2023-09-26 22:00:00,0.02,-0.004,0.0,-0.01,-0.009,0.002,0.018,0.0,0.004,0.003,0.0,0.004,-0.003,0.001,0.0,0.091204,0.073441,0.004761,-0.183,0.183,0.001,21.44,15.31,25.75,0.068,115.9,5.527201,0.0,0.0,0.0,0.062,0.013,0.088,-0.001,0.068,15.41,121.4
2023-09-26 22:30:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-26 23:00:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-26 23:30:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 00:00:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 00:30:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 01:00:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 01:30:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 02:00:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 02:30:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 03:00:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 03:30:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 04:00:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 04:30:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 05:00:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 05:30:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 06:00:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 06:30:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 07:00:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 07:30:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.077841,-999,-999,-999,-999,-999,15.68,-999,-999,117.5,56.355049,0.0,-999,0.0,-999,-999,0.013,-0.002,-999,15.68,111.0
2023-09-27 08:00:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.073984,-999,-999,-999,-999,-999,16.68,-999,-999,159.3,234.09,0.0,-999,0.0,-999,-999,0.05,-0.002,-999,16.54,148.0
2023-09-27 08:30:00,0.104,-0.016,0.009,0.002,-0.008,-0.084,0.108,-0.004,-0.016,-0.027,0.29,0.04,0.01,0.017,0.016,0.024964,0.054756,1.844164,-0.296,0.435,-0.012,23.66,17.57,25.56,0.515,128.1,311.5225,0.001,-0.001,0.0,0.222,-0.017,0.019,-0.003,0.515,17.42,144.1
2023-09-27 09:00:00,0.123,-0.009,0.021,0.005,0.012,0.01,0.18,-0.001,-0.007,0.015,0.008,0.057,0.003,0.011,0.012,0.008649,0.020736,0.021904,-0.561,0.164,-0.043,24.09,17.88,27.67,0.66,80.9,525.7849,0.003,-0.004,0.0,0.328,-0.01,0.005,-0.013,0.66,17.79,90.0
2023-09-27 09:30:00,0.067,0.006,0.01,-0.003,-0.011,0.007,0.069,-0.005,-0.007,-0.012,0.0,0.032,0.001,0.004,0.012,0.007396,0.016384,0.046656,0.012,0.273,-0.03,24.73,18.56,28.06,0.226,165.7,213.4521,0.0,0.0,0.0,0.138,-0.005,0.009,-0.001,0.226,18.53,155.6
2023-09-27 10:00:00,0.234,-0.077,0.021,0.006,-0.002,0.029,0.364,-0.045,-0.019,-0.044,-0.044,0.098,0.009,0.022,0.03,0.012769,0.0289,0.0676,-0.364,0.81,-0.031,25.42,19.31,28.16,0.901,137.2,638.5729,0.013,-0.017,0.003,0.483,-0.026,0.011,-0.016,0.901,19.23,140.3
2023-09-27 10:30:00,0.25,-0.031,0.044,0.009,0.009,0.024,0.352,-0.021,-0.034,-0.033,-0.018,0.13,0.01,0.023,0.03,0.023716,0.035721,0.074529,-0.567,0.625,-0.027,26.03,19.93,28.34,0.902,109.0,800.3241,0.037,-0.031,0.005,0.442,-0.028,0.018,-0.025,0.902,19.81,111.9
2023-09-27 11:00:00,0.417,-0.08,0.026,0.025,0.0,0.051,0.492,-0.05,-0.085,-0.088,-0.044,0.179,0.057,0.077,0.084,0.112896,0.156816,0.234256,-0.521,0.792,-0.019,27.1,21.38,28.08,1.108,124.3,1053.6516,0.065,-0.031,0.023,0.53,-0.083,0.094,-0.018,1.108,21.25,128.4
2023-09-27 11:30:00,0.627,-0.128,0.002,-0.007,-0.053,0.042,0.817,-0.066,-0.118,-0.172,-0.11,0.234,0.037,0.07,0.07,0.082944,0.148996,0.246016,-0.532,1.222,-0.065,27.53,21.81,27.1,1.458,136.7,1028.4849,0.081,-0.048,0.017,0.784,-0.115,0.065,-0.035,1.458,21.75,140.8
2023-09-27 12:00:00,0.63,-0.09,0.004,-0.019,-0.093,0.016,0.596,-0.081,-0.107,-0.141,-0.115,0.186,0.046,0.074,0.081,0.093636,0.177241,0.287296,-0.096,0.828,-0.014,27.94,22.28,27.17,1.125,152.2,1728.0649,0.063,-0.028,0.017,0.646,-0.121,0.094,0.015,1.125,22.22,154.1
2023-09-27 12:30:00,0.407,-0.052,0.034,-0.008,-0.053,0.026,0.449,-0.055,-0.049,-0.074,0.005,0.186,0.037,0.059,0.072,0.075076,0.131769,0.225625,-0.411,0.836,-0.043,28.22,22.58,27.06,1.063,140.0,1003.6224,0.065,-0.037,0.019,0.508,-0.066,0.057,-0.017,1.063,22.56,141.4
2023-09-27 13:00:00,0.549,0.087,0.056,-0.01,-0.025,0.062,0.608,-0.027,-0.074,-0.1,-0.032,0.205,0.027,0.054,0.065,0.070756,0.142884,0.242064,-0.687,0.841,-0.049,28.5,23.1,27.0,1.298,119.4,1176.49,0.082,-0.042,0.013,0.613,-0.065,0.057,-0.031,1.298,22.88,121.5
2023-09-27 13:30:00,0.441,-0.103,0.056,-0.012,-0.042,0.03,0.684,-0.061,-0.093,-0.148,-0.088,0.192,0.021,0.035,0.061,0.057121,0.1225,0.174724,-0.435,0.999,-0.027,28.61,23.08,27.15,1.209,135.2,1043.29,0.069,-0.051,0.004,0.653,-0.066,0.059,-0.004,1.209,22.95,135.7
2023-09-27 14:00:00,0.657,-0.154,0.092,0.003,-0.028,0.066,0.647,-0.071,-0.054,-0.082,-0.086,0.237,0.012,0.037,0.064,0.035344,0.069696,0.174724,-0.601,1.122,-0.013,28.3,22.72,27.08,1.416,130.6,1103.5684,0.1,-0.086,0.002,0.755,-0.038,0.028,0.005,1.416,22.53,132.7
2023-09-27 14:30:00,0.26,-0.036,0.022,-0.021,-0.04,0.031,0.259,-0.027,0.005,0.005,-0.047,0.089,-0.01,-0.003,0.029,0.030276,0.040401,0.156025,-0.217,0.63,-0.02,27.72,21.63,27.6,0.682,136.8,679.1236,0.028,-0.013,-0.006,0.396,0.026,0.034,-0.005,0.682,21.59,146.8
2023-09-27 15:00:00,0.119,-0.023,0.018,-0.026,-0.035,0.042,0.205,-0.021,0.003,0.001,-0.019,0.053,-0.012,-0.007,0.024,0.047961,0.059049,0.142129,-0.206,0.454,-0.005,27.43,21.25,27.95,0.473,135.1,399.6001,0.011,-0.011,-0.006,0.277,0.03,0.053,-0.001,0.473,21.23,145.0
2023-09-27 15:30:00,0.106,-0.011,0.005,-0.019,-0.025,0.029,0.171,-0.012,-0.004,-0.004,-0.002,0.058,-0.012,-0.004,0.02,0.042436,0.046225,0.091809,-0.306,0.398,-0.031,27.28,21.1,28.0,0.453,118.3,430.9776,0.013,-0.008,-0.005,0.294,0.025,0.045,-0.009,0.453,21.06,123.4
2023-09-27 16:00:00,0.154,-0.038,0.028,-0.029,-0.034,0.041,0.208,-0.029,0.012,0.01,-0.022,0.084,-0.016,-0.007,0.024,0.039601,0.036481,0.061009,-0.358,0.509,-0.047,27.08,20.86,28.27,0.582,116.9,442.6816,0.022,-0.025,-0.009,0.341,0.035,0.034,-0.03,0.582,20.84,125.3
2023-09-27 16:30:00,0.196,-0.054,0.016,-0.029,-0.035,0.028,0.271,-0.027,0.026,0.021,-0.02,0.09,-0.02,-0.011,0.016,0.050176,0.042849,0.032761,-0.353,0.59,-0.046,26.82,20.53,28.2,0.649,127.2,655.8721,0.021,-0.015,-0.01,0.406,0.044,0.045,-0.028,0.649,20.55,125.7
2023-09-27 17:00:00,0.196,-0.056,0.014,-0.044,-0.045,0.025,0.32,-0.041,0.067,0.059,-0.032,0.084,-0.023,-0.016,0.012,0.082369,0.063504,0.023104,-0.373,0.68,-0.018,26.34,20.04,27.98,0.767,129.7,548.4964,0.021,-0.017,-0.009,0.434,0.075,0.069,-0.01,0.767,20.09,132.3
2023-09-27 17:30:00,0.298,-0.043,0.02,-0.052,-0.05,0.027,0.306,-0.031,0.027,0.022,-0.01,0.105,-0.024,-0.015,0.01,0.067081,0.050625,0.015876,-0.512,0.777,-0.032,26.1,19.8,27.83,0.963,123.7,723.0721,0.024,-0.025,-0.009,0.501,0.059,0.058,-0.016,0.963,19.85,125.3
2023-09-27 18:00:00,0.209,-0.045,0.023,-0.049,-0.051,0.026,0.313,-0.027,0.056,0.048,-0.02,0.093,-0.03,-0.022,0.012,0.097344,0.080089,0.022201,-0.374,0.683,-0.022,25.74,19.47,27.63,0.801,134.9,550.3716,0.02,-0.018,-0.012,0.393,0.064,0.087,-0.019,0.802,19.51,136.0
2023-09-27 18:30:00,0.177,-0.044,0.012,-0.043,-0.045,0.024,0.193,-0.024,0.043,0.038,-0.018,0.068,-0.02,-0.012,0.008,0.083521,0.071289,0.019321,-0.271,0.572,-0.023,25.52,19.28,27.49,0.587,133.0,528.5401,0.008,-0.008,-0.006,0.345,0.057,0.078,-0.013,0.587,19.34,132.7
2023-09-27 19:00:00,0.148,-0.063,0.011,-0.033,-0.034,0.017,0.224,-0.025,0.051,0.043,-0.021,0.067,-0.021,-0.013,0.009,0.0784,0.065025,0.017956,-0.313,0.587,-0.038,25.38,19.14,27.46,0.607,127.1,293.0944,0.008,-0.009,-0.005,0.375,0.057,0.068,-0.01,0.607,19.19,126.8
2023-09-27 19:30:00,0.243,-0.131,0.031,-0.055,-0.053,0.032,0.469,-0.048,0.083,0.071,-0.038,0.1,-0.032,-0.023,0.015,0.076729,0.060516,0.021316,-0.44,0.697,-0.014,25.31,19.09,27.23,0.822,123.6,683.2996,0.021,-0.028,-0.01,0.609,0.091,0.064,-0.019,0.822,19.14,123.6
2023-09-27 20:00:00,0.305,-0.078,0.016,-0.04,-0.04,0.025,0.365,-0.026,0.046,0.036,-0.02,0.109,-0.021,-0.012,0.009,0.060516,0.049729,0.019881,-0.422,0.662,-0.009,25.2,18.99,27.0,0.813,127.6,696.96,0.028,-0.014,-0.006,0.51,0.059,0.055,-0.015,0.813,19.04,131.8
2023-09-27 20:30:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 21:00:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 21:30:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 22:00:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 22:30:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2023-09-27 23:00:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
